Code,Year,Quarter,Roe,YOYNi,LiabilityTo,YOYEquity,YOYLiability
SH.600569,2023,4,-0.232619,0.495998,0.829769,-0.209313,0.045868
SH.600570,2023,4,0.191948,0.288395,0.383803,0.178637,-0.004885
SH.600571,2023,4,0.112501,1.841504,0.26731,0.137382,-0.25298
SH.600572,2023,4,0.084783,0.466415,0.346015,0.018397,0.077976
SH.600573,2023,4,0.039466,0.218538,0.158348,0.029737,0.252946
SH.600575,2023,4,0.079536,0.88067,0.474659,0.066672,0.034293
SH.600576,2023,4,0.056026,14.123507,0.235277,-0.137445,-0.053443
SH.600577,2023,4,0.082538,0.060482,0.524103,0.041262,0.079775
SH.600578,2023,4,0.033841,0.16928,0.635481,0.126568,0.033841
SH.600579,2023,4,-1.315456,-0.669933,0.823721,-0.794601,-0.030432
SH.600580,2023,4,0.057598,-0.340794,0.56608,0.046476,0.049216
SH.600581,2023,4,-0.494383,0.166072,0.936932,-0.391306,0.026274
SH.600582,2023,4,0.108897,0.254614,0.454131,0.126103,0.313874
SH.600583,2023,4,0.066828,0.123466,0.380871,0.046102,-0.028553
SH.600584,2023,4,0.058006,-0.544955,0.385827,0.057741,0.112651
SH.600585,2023,4,0.056538,-0.334,0.195868,0.009161,0.004953
SH.600586,2023,4,0.082328,0.355782,0.482529,0.085976,-0.086509
SH.600587,2023,4,0.102896,0.283892,0.504832,0.357579,0.097122
SH.600588,2023,4,-0.089497,-5.151472,0.537505,-0.114184,0.242872
SH.600589,2023,4,0.0,1.110994,0.6795,1.928808,-0.252101
SH.600590,2023,4,0.016058,-0.077992,0.678742,-0.015203,-0.038434
SH.600592,2023,4,0.072654,9.552973,0.354654,0.075604,-0.02502
SH.600593,2023,4,0.167952,1.63734,0.830515,0.17491,0.016025
SH.600594,2023,4,0.033836,1.208455,0.33031,0.007573,-0.060001
SH.600595,2023,4,0.089873,0.090249,0.34452,0.129022,-0.185809
SH.600596,2023,4,0.011606,-0.942236,0.362361,0.093035,0.177176
SH.600597,2023,4,0.114328,1.123355,0.528525,0.115373,-0.079066
SH.600598,2023,4,0.14481,0.145869,0.160827,0.043924,0.095486
SH.600599,2023,4,-0.311352,-3.359844,0.250316,-0.267333,-0.018292
SH.600600,2023,4,0.16122,0.142843,0.42637,0.076669,-0.126381
SH.600601,2023,4,0.037,1.317476,0.322895,0.115189,-0.206277
SH.600602,2023,4,0.042137,0.213167,0.390587,0.013721,0.216775
SH.600603,2023,4,0.099012,3.531554,0.695337,0.228315,-0.075418
SH.600604,2023,4,-0.027362,-2.63047,0.624273,-0.031272,0.017592
SH.600605,2023,4,0.046663,13.114139,0.137891,0.150207,-0.821043
SH.600606,2023,4,-0.111772,-3.40808,0.878422,-0.113727,-0.126842
SH.600608,2023,4,-0.403884,-6.575353,0.69572,-0.335986,-0.140574
SH.600609,2023,4,0.122156,-0.166631,0.663521,0.134595,-0.150758
SH.600610,2023,4,-1.440573,-11.775523,0.978847,-0.836504,-0.054657
SH.600611,2023,4,0.034312,2.610623,0.45476,0.015867,-0.147432
SH.600612,2023,4,0.204072,0.311988,0.435556,0.142764,-0.244208
SH.600613,2023,4,0.024449,0.206343,0.271021,0.003556,-0.123755
SH.600615,2023,4,0.00666,1.524353,0.114152,0.006683,0.322446
SH.600616,2023,4,0.05358,47.058249,0.148128,0.04425,-0.059482
SH.600617,2023,4,0.021287,1.751755,0.858774,-0.001562,-0.084123
SH.600618,2023,4,0.095555,-0.394275,0.287537,0.043637,0.218731
SH.600619,2023,4,0.005005,0.020932,0.632465,6e-06,0.049082
SH.600620,2023,4,0.012328,-0.404386,0.49763,-0.207274,0.250725
SH.600621,2023,4,0.052404,0.13285,0.788382,0.044958,0.064612
SH.600622,2023,4,-0.330957,-31.970291,0.729802,-0.287112,-0.148597
SH.600623,2023,4,0.041131,-0.204325,0.572037,0.022434,0.079946
SH.600624,2023,4,0.007416,4.51857,0.529569,0.001827,0.006383
SH.600626,2023,4,-0.110301,-0.547124,0.675417,0.023328,0.033728
SH.600628,2023,4,0.00755,1.611758,0.264635,-0.007122,0.000451
SH.600629,2023,4,0.089568,0.043446,0.663349,0.09998,-0.012059
SH.600630,2023,4,0.022621,1.031066,0.580302,0.023133,0.02958
SH.600633,2023,4,0.06925,0.238338,0.167212,0.063446,0.04755
SH.600635,2023,4,0.025676,2.195089,0.573602,0.009981,-0.064854
SH.600636,2023,4,-0.065488,-2.257797,0.038171,-0.079595,-0.387134
SH.600637,2023,4,0.020453,3.508004,0.21767,0.01428,0.073258
SH.600638,2023,4,0.014093,0.702994,0.771662,0.011435,-0.213102
SH.600639,2023,4,0.135101,0.158483,0.573211,0.101582,0.182077
SH.600640,2023,4,0.001315,1.062167,0.181442,0.000721,-0.059086
SH.600641,2023,4,0.018125,-0.78306,0.168071,0.00631,0.291696
SH.600642,2023,4,0.107416,2.973383,0.561587,0.086802,0.022574
SH.600643,2023,4,0.008,-0.793796,0.496117,-0.003899,-0.131301
SH.600644,2023,4,0.013472,-0.698689,0.504207,0.014826,0.022455
SH.600645,2023,4,0.029407,-0.076212,0.29803,0.036071,-0.011172
SH.600648,2023,4,0.075649,-0.250073,0.712237,0.045839,0.081723
SH.600649,2023,4,0.020023,-0.55607,0.722987,0.005165,0.132779
SH.600650,2023,4,0.038911,-0.674272,0.186421,0.013128,-0.226895
SH.600651,2023,4,0.015775,-0.895248,0.421896,0.015279,-0.197916
SH.600653,2023,4,-0.22333,-0.263881,0.713559,-0.213485,-0.071516
SH.600654,2023,4,0.059095,1.267809,0.595875,0.089317,-0.178527
SH.600655,2023,4,0.056223,-0.520372,0.680277,0.006675,-0.056181
SH.600657,2023,4,0.020692,0.046379,0.694252,0.01718,-0.093601
SH.600658,2023,4,-0.023821,-1.263269,0.598656,-0.022347,-0.125993
SH.600660,2023,4,0.186309,0.184378,0.445328,0.083549,0.157944
SH.600661,2023,4,-0.807448,-1.955777,0.857039,-0.618796,0.547021
SH.600662,2023,4,0.143827,0.143637,0.706915,0.085295,0.074506
SH.600663,2023,4,0.049398,0.155318,0.71142,-0.207119,0.166732
SH.600664,2023,4,0.087301,-0.074177,0.615733,0.091579,0.02369
SH.600665,2023,4,-0.094258,-1.435358,0.866798,-0.112245,-0.130277
SH.600666,2023,4,-0.482994,-12.468059,0.505908,-0.389059,-0.355139
SH.600667,2023,4,0.096879,2.270922,0.732062,0.119526,0.135082
SH.600668,2023,4,0.018214,-0.73436,0.224023,-0.014678,-0.090228
SH.600671,2023,4,-3.400605,0.462611,0.838434,3.546005,-0.025724
SH.600673,2023,4,-0.030101,-1.261098,0.593478,0.005019,0.034814
SH.600674,2023,4,0.124107,0.261762,0.36055,0.096854,0.115062
SH.600675,2023,4,0.036929,7.450258,0.714704,0.03027,-0.132735
SH.600676,2023,4,0.001659,2.082457,0.291401,0.002288,-0.058724
SH.600678,2023,4,-0.168544,-4.391004,0.754198,-0.157059,0.925731
SH.600679,2023,4,0.021212,1.142376,0.333361,0.02215,0.218849
SH.600681,2023,4,0.100775,-0.048522,0.517177,-0.009575,0.018384
SH.600682,2023,4,0.024907,-0.314802,0.272836,0.021273,-0.003799
SH.600683,2023,4,-0.078864,-6.923933,0.841167,-0.116365,0.140008
SH.600684,2023,4,-0.109576,0.992722,0.841171,-0.371369,-0.916445
SH.600685,2023,4,0.003004,-0.896917,0.614509,0.053178,0.126055
SH.600686,2023,4,0.022432,1.315357,0.844853,-0.12378,-0.043325
SH.600688,2023,4,-0.055058,0.508721,0.371054,-0.054063,-0.010491
SH.600689,2023,4,0.040514,2.362699,0.446164,0.041352,-0.04826
SH.600690,2023,4,0.168548,0.135662,0.582004,0.107584,0.043893
SH.600691,2023,4,-0.256376,-166.101827,0.80048,-0.2265,0.003014
SH.600692,2023,4,0.002638,-1.407199,0.520686,0.000313,-0.213891
SH.600693,2023,4,0.010032,1.581274,0.707384,-0.002885,-0.008018
SH.600694,2023,4,0.061525,-0.059949,0.51965,0.046292,-0.050783
SH.600696,2023,4,0.156057,0.735256,0.62132,0.176872,0.583776
SH.600697,2023,4,0.007948,14.190641,0.792362,-0.019877,-0.034496
SH.600698,2023,4,0.003743,1.102593,0.381829,0.003782,0.570277
SH.600699,2023,4,0.083864,4.316318,0.663782,0.10823,0.037136
SH.600702,2023,4,0.261207,0.04222,0.319772,0.142749,0.090314
SH.600703,2023,4,0.009615,-0.464963,0.335878,0.009407,-0.05241
SH.600704,2023,4,0.102599,-0.060824,0.690958,0.089406,0.156364
SH.600706,2023,4,-0.226,0.258085,0.77481,-0.202963,0.060631
SH.600707,2023,4,0.033136,1.249587,0.474747,0.033283,-0.118064
SH.600708,2023,4,0.003131,-0.33255,0.819202,0.001335,-0.063937
SH.600710,2023,4,0.156707,0.080457,0.748099,0.100998,-0.012343
SH.600711,2023,4,0.018987,-0.304101,0.570389,-0.014639,0.366482
SH.600712,2023,4,0.008794,1.112453,0.451044,0.008833,-0.130385
SH.600713,2023,4,0.092935,-0.004345,0.744637,0.072557,-0.152298
SH.600714,2023,4,0.010509,-0.859897,0.078964,0.011379,-0.165552
SH.600715,2023,4,0.0,-0.321728,1.381993,-2.237774,-0.024026
SH.600716,2023,4,0.001497,1.019602,0.350298,0.002775,-0.083519
SH.600717,2023,4,0.053703,0.242899,0.272164,0.039368,0.012384
SH.600718,2023,4,0.007905,1.203221,0.498089,0.024224,-0.010544
SH.600719,2023,4,0.213421,1.674344,0.80518,0.242466,0.01491
SH.600720,2023,4,0.167195,0.020012,0.534504,0.299504,-0.193362
SH.600721,2023,4,0.018888,1.373441,0.334643,0.059372,0.061942
SH.600722,2023,4,0.029775,-0.318072,0.097173,0.032026,-0.051793
SH.600724,2023,4,0.079755,-0.231805,0.271047,0.005083,0.397641
SH.600725,2023,4,0.014392,-0.765733,0.26722,0.014497,0.220205
SH.600726,2023,4,-0.026326,1.653506,0.785974,0.01926,-0.128852
SH.600727,2023,4,0.034493,5.162463,0.611398,0.034911,0.170596
SH.600728,2023,4,0.059772,2.455018,0.451763,0.436628,0.116431
SH.600729,2023,4,0.230803,0.478879,0.659298,0.20951,0.027098
SH.600730,2023,4,-0.001517,0.995111,0.133027,-0.001514,-0.194455
SH.600731,2023,4,0.10841,-0.241772,0.286832,0.468767,-0.270954
SH.600732,2023,4,0.085322,-0.675486,0.744679,-0.042185,0.616364
SH.600733,2023,4,-0.902797,0.005622,0.774078,0.109561,-0.048286
SH.600734,2023,4,0.099543,1.381178,0.53585,0.104757,-0.208992
SH.600735,2023,4,0.038491,0.157377,0.330122,-0.059415,-0.079613
SH.600736,2023,4,0.020457,-0.648157,0.751445,0.053882,0.116147
SH.600737,2023,4,0.186232,1.695087,0.448985,0.08809,0.047623
SH.600738,2023,4,0.042897,-9e-06,0.454952,0.015515,-0.067377
SH.600739,2023,4,0.008107,-1.00836,0.32574,0.002987,-0.040371
SH.600740,2023,4,0.086143,-0.506993,0.384937,0.048699,0.094642
SH.600741,2023,4,0.130295,0.004163,0.650302,0.090606,0.082973
SH.600742,2023,4,0.064837,-0.074227,0.564784,0.048424,0.157586
SH.600743,2023,4,-0.323116,0.716353,0.885481,-0.559159,-0.293065
SH.600744,2023,4,-0.121499,-5.524364,0.924078,0.231435,0.113068
SH.600745,2023,4,0.032334,-0.288498,0.510633,0.014261,-0.03112
SH.600746,2023,4,0.003333,-0.964553,0.188294,-0.03923,0.701131
SH.600748,2023,4,0.012882,7.077501,0.632105,0.005996,-0.434441
SH.600749,2023,4,0.014398,1.505026,0.337466,0.022698,0.420724
SH.600750,2023,4,0.183436,0.186063,0.269793,-0.018447,-0.064959
SH.600751,2023,4,0.033403,0.245059,0.167975,0.031531,-0.578199
SH.600753,2023,4,-0.197265,-4.031607,0.488287,-0.177369,1.827476
SH.600754,2023,4,0.060255,3.743297,0.656818,-0.029122,0.07726
SH.600755,2023,4,0.06093,-0.546609,0.658579,0.079774,-0.005347
SH.600756,2023,4,0.040013,0.443012,0.477113,0.039693,-0.098746
SH.600757,2023,4,0.116049,0.387968,0.311609,0.074335,0.033569
SH.600758,2023,4,0.004534,-0.879577,0.615184,-0.011219,-0.13165
SH.600759,2023,4,0.215749,2.7663,0.37166,1.079162,-0.470131
SH.600760,2023,4,0.215317,0.301077,0.706893,0.175861,-0.128322
SH.600761,2023,4,0.175905,0.374447,0.511078,0.135841,0.152956
SH.600763,2023,4,0.140666,-0.06051,0.313578,0.1493,0.225923
SH.600764,2023,4,0.038941,-0.442748,0.288035,0.037104,0.160977
SH.600765,2023,4,0.121438,0.052203,0.518073,0.105629,0.277985
SH.600768,2023,4,0.039311,-0.908245,0.295391,0.0401,0.023058
SH.600769,2023,4,0.14463,0.139976,0.685306,0.155904,0.222436
SH.600770,2023,4,-0.052314,0.453805,0.157277,-0.036643,-0.003489
SH.600771,2023,4,0.061904,1.353038,0.426322,0.057989,-0.122828
SH.600773,2023,4,0.016305,-1.086304,0.728135,0.01193,-0.040643
SH.600774,2023,4,0.036644,-0.273399,0.504997,0.005011,0.077425
SH.600775,2023,4,-0.069375,-3.405989,0.354437,-0.070547,-0.044341
SH.600776,2023,4,0.04504,0.11978,0.203629,0.020982,0.052297
SH.600777,2023,4,0.140294,-0.170052,0.401195,0.190397,-0.066092
SH.600778,2023,4,-0.466872,0.43679,0.944041,-0.371527,-0.031029
SH.600779,2023,4,0.323145,0.043556,0.47841,0.270614,0.123029
SH.600780,2023,4,0.097321,-0.204476,0.281797,0.109723,-0.168349
SH.600782,2023,4,0.01883,-0.507058,0.484214,0.010288,-0.022868
SH.600783,2023,4,0.055598,-0.473158,0.465909,0.015375,0.034708
SH.600784,2023,4,0.095321,-0.154755,0.417406,0.097875,-0.062495
SH.600785,2023,4,0.064741,0.598427,0.780768,0.055506,0.0882
SH.600787,2023,4,0.059056,0.199066,0.359648,0.040892,-0.176662
SH.600789,2023,4,0.070652,0.794273,0.574964,0.075916,-0.030536
SH.600790,2023,4,0.035099,-0.80933,0.496536,-0.038393,0.502602
SH.600791,2023,4,-0.155911,-5.855138,0.842128,-0.561408,0.236088
SH.600792,2023,4,0.045175,1.861067,0.655425,0.047521,0.050116
SH.600793,2023,4,-0.126225,-3.637631,0.775007,-0.118722,-0.091693
SH.600794,2023,4,0.103468,0.571927,0.303687,0.090389,0.05233
SH.600795,2023,4,0.119557,0.753526,0.739186,0.079685,0.111576
SH.600796,2023,4,0.068486,-0.037878,0.491113,0.040979,0.024209
SH.600797,2023,4,0.035411,-0.130846,0.397725,0.039813,-0.094612
SH.600798,2023,4,0.028415,-0.039399,0.230365,0.019776,-0.131423
SH.600800,2023,4,-0.196538,-12.62554,0.440886,-0.177989,-0.01518
SH.600801,2023,4,0.097983,0.064343,0.516065,0.054166,0.062924
SH.600802,2023,4,-0.236922,-0.283175,0.680798,-0.225979,0.03833
SH.600803,2023,4,0.343954,0.131484,0.565021,0.345697,-0.101593
SH.600805,2023,4,0.008867,-0.55102,0.432691,0.009982,0.112314
SH.600807,2023,4,-0.337102,-2.145137,0.74228,-0.390237,-0.475635
SH.600808,2023,4,-0.046597,-1.001728,0.61823,-0.04901,-0.177603
SH.600809,2023,4,0.424678,0.282156,0.358781,0.305611,0.058601
SH.600810,2023,4,0.016084,-0.493526,0.628032,-0.032575,0.144842
SH.600812,2023,4,0.000921,1.07276,0.700792,0.002864,-0.020433
SH.600814,2023,4,0.077006,0.065787,0.479738,0.05901,-0.004691
SH.600815,2023,4,-0.144978,-1.776439,0.290208,0.006898,-0.357704
SH.600816,2023,4,0.006415,1.040423,0.381008,84.816927,-0.45522
SH.600817,2023,4,0.089437,-0.45881,0.412543,0.010021,-0.121177
SH.600818,2023,4,0.040365,1.228028,0.361624,0.041197,-0.056565
SH.600819,2023,4,-0.036595,-7.914168,0.436277,-0.030424,0.025524
SH.600820,2023,4,0.104547,0.044343,0.779801,0.050454,0.063197
SH.600821,2023,4,0.092679,0.089269,0.705817,0.068573,-0.055685
SH.600822,2023,4,0.129017,1.643809,0.618964,0.13406,-0.192281
SH.600824,2023,4,0.024047,1.195469,0.173043,0.024336,-0.431949
SH.600825,2023,4,0.014578,3.083313,0.39276,-0.013662,0.0868
SH.600826,2023,4,0.074493,1.876949,0.281571,0.10025,-0.284179
SH.600827,2023,4,0.022551,-1.094541,0.651304,0.013429,-0.029942
SH.600828,2023,4,0.007172,-0.867143,0.620713,-0.023831,-0.036206
SH.600829,2023,4,0.112044,0.104856,0.629517,0.118801,0.016194
SH.600830,2023,4,0.010513,0.750613,0.295565,0.008263,0.372521
SH.600831,2023,4,-0.18157,-102.793471,0.729773,-0.169342,0.107351
SH.600833,2023,4,0.091418,-0.378117,0.458743,0.052303,-0.208907
SH.600834,2023,4,0.041646,-0.04412,0.317725,0.028703,-0.169011
SH.600835,2023,4,0.075692,0.018756,0.56448,0.039649,-0.041699
SH.600838,2023,4,0.042863,0.189234,0.075588,0.027572,-0.042608
SH.600839,2023,4,0.049496,0.585135,0.745124,0.034216,0.121833
SH.600841,2023,4,-0.36534,-0.528142,0.695018,-0.304792,-0.109276
SH.600843,2023,4,0.027694,0.35084,0.392627,0.049547,-0.031065
SH.600844,2023,4,-0.533189,-0.331906,0.46797,-0.421501,0.184449
SH.600845,2023,4,0.240342,0.159854,0.447554,0.137281,0.09782
SH.600846,2023,4,0.103298,0.082144,0.579133,0.077492,-0.262457
SH.600847,2023,4,-0.037253,0.229681,0.078142,-0.036571,-0.205409
SH.600848,2023,4,0.059617,0.189975,0.60529,0.09108,0.260185
SH.601607,2023,4,0.05558,-0.261076,0.621054,0.021788,0.095844
SH.600850,2023,4,0.115097,-0.019406,0.585046,0.093591,-0.025134
SH.600851,2023,4,0.042525,-0.031632,0.157879,0.031605,-0.149173
SH.600853,2023,4,0.124286,0.027937,0.839403,0.036264,0.095823
SH.600854,2023,4,0.064796,0.137671,0.08073,0.051955,-0.405186
SH.600855,2023,4,-0.130157,-8.565191,0.498735,0.05417,-0.067395
SH.600857,2023,4,0.074202,-0.832396,0.158951,0.089604,-0.100456
SH.600858,2023,4,0.088285,7.383828,0.762673,0.088395,-0.049889
SH.600859,2023,4,0.0365,4.569971,0.502967,0.030557,0.152643
SH.600860,2023,4,-0.048336,-6.535186,0.509873,-0.009025,0.324233
SH.600861,2023,4,0.137035,0.177646,0.588263,0.147703,-0.068654
SH.600862,2023,4,0.176747,0.353366,0.254531,0.147431,0.100245
SH.600863,2023,4,0.112167,-0.004755,0.409694,0.051436,-0.173107
SH.600864,2023,4,0.016988,1.129989,0.685534,0.033847,0.194688
SH.600865,2023,4,0.005814,-0.925005,0.095581,-0.034722,-0.198647
SH.600866,2023,4,0.093883,-0.420369,0.467527,0.098932,-0.258542
SH.600867,2023,4,0.1698,-0.261664,0.071427,0.101911,1.765177
SH.600868,2023,4,-0.04272,-2.507401,0.14692,-0.049031,-0.03281
SH.600869,2023,4,0.071273,-0.481886,0.76322,0.083764,0.047395
SH.600871,2023,4,0.076271,0.238114,0.893256,0.079877,0.052705
SH.600872,2023,4,0.439974,4.132259,0.225983,0.563489,-0.449581
SH.600873,2023,4,0.229844,-0.278081,0.388396,0.047871,-0.180497
SH.600874,2023,4,0.09831,0.111786,0.582359,0.075795,0.057733
SH.600875,2023,4,0.098313,0.209033,0.659645,0.064381,0.041452
SH.600876,2023,4,0.089106,0.0123,0.593388,0.093261,0.238933
SH.600877,2023,4,0.102791,0.04867,0.223912,0.108361,0.014393
SH.600879,2023,4,0.029236,-0.101316,0.490811,0.294886,-0.091183
SH.600880,2023,4,0.01194,-0.035695,0.189704,0.007627,0.153774
SH.600881,2023,4,-0.513316,-0.132722,0.847165,-0.403217,-0.078155
SH.600882,2023,4,0.014503,-0.539538,0.370283,-0.033638,-0.011837
SH.600883,2023,4,0.111697,0.180233,0.055754,0.104293,0.119006
SH.600884,2023,4,0.033478,-0.729306,0.513298,-0.016665,0.196521
SH.600885,2023,4,0.175914,0.105782,0.376107,0.111598,0.077204
SH.600886,2023,4,0.118062,0.583291,0.631828,0.083503,0.06417
SH.600887,2023,4,0.200921,0.103679,0.621948,0.06508,0.227508
SH.600888,2023,4,0.173392,0.002512,0.417636,0.152284,0.189253
SH.600889,2023,4,-0.192136,-0.202619,0.430955,-0.171224,-0.134099
SH.600892,2023,4,-0.120715,-2.126161,0.461705,-0.206446,-0.197265
SH.600893,2023,4,0.036513,0.124049,0.560545,0.027403,0.14901
SH.600894,2023,4,0.084631,0.436758,0.34399,0.059357,0.282196
SH.600895,2023,4,0.07849,0.194251,0.686014,0.062461,0.275295
SH.600897,2023,4,0.088854,8.345685,0.188919,0.085341,0.149163
SH.600900,2023,4,0.140836,0.113716,0.628811,-0.115704,0.115395
SH.600960,2023,4,-0.044015,-1.797301,0.406206,-0.022799,0.106325
SH.600963,2023,4,-0.026616,-1.376859,0.453294,-0.055765,-0.019579
SH.600966,2023,4,0.027578,-0.202731,0.699278,0.023111,-0.046342
SH.600967,2023,4,0.076093,0.023404,0.516768,0.045001,-0.001515
SH.600969,2023,4,-0.017067,-1.739865,0.744327,-0.017004,-0.0474
SH.600975,2023,4,-0.424208,-23.743029,0.749878,0.110806,0.320924
SH.600976,2023,4,0.253716,0.288707,0.458611,0.20851,0.213388
SH.600980,2023,4,0.07296,0.101529,0.424721,0.068277,0.585429
SH.600985,2023,4,0.176108,-0.166475,0.522436,0.117098,-0.012725
SH.600986,2023,4,0.04224,1.449194,0.396328,0.254642,0.065676
SH.600988,2023,4,0.141793,0.763178,0.543632,0.18591,0.003906
SH.600990,2023,4,-0.226378,-8.966285,0.666749,-0.206694,-0.064876
SH.600992,2023,4,0.02276,0.483781,0.55179,0.01664,-0.008972
SH.600993,2023,4,0.122543,-0.057394,0.198698,0.069635,-0.348084
SH.600995,2023,4,0.04974,-0.402893,0.454107,0.046124,0.160065
SH.600997,2023,4,0.077044,-0.508187,0.459153,0.012221,-0.006196
SH.600022,2023,4,-0.018599,-1.049869,0.541267,-0.032525,-0.030451
SH.600143,2023,4,0.019267,-0.965636,0.709054,-0.010914,0.175348
SH.600482,2023,4,0.021549,1.740238,0.522741,0.034899,0.292613
SH.600961,2023,4,0.221289,0.173138,0.587741,0.920635,-0.161669
SH.600962,2023,4,0.071484,-0.327568,0.594978,0.102784,0.044977
SH.600965,2023,4,0.046284,-0.071996,0.154126,0.026058,0.14567
SH.600971,2023,4,0.1668,-0.194119,0.403393,-0.041518,-0.013942
SH.600973,2023,4,0.008279,-0.298431,0.777913,0.003035,0.065695
SH.600979,2023,4,0.052563,0.374956,0.574726,0.038905,0.0582
SH.600981,2023,4,-0.017806,0.995713,0.759702,-0.041316,-0.069645
SH.600982,2023,4,0.096781,0.189439,0.638092,-0.006998,0.21959
SH.600983,2023,4,0.029395,1.903554,0.517745,-0.153515,0.011575
SH.600984,2023,4,-0.132155,-15.680264,0.700536,-0.124263,0.027457
SH.600987,2023,4,0.114362,0.041034,0.234627,0.063667,0.22519
SH.600027,2023,4,0.069964,8.735661,0.626161,0.172527,-0.086219
SH.600970,2023,4,0.173293,0.128063,0.621255,0.095646,0.083272
SZ.300150,2023,4,-0.011602,0.954286,0.263944,-0.010841,0.195704
SH.601001,2023,4,0.210068,0.019635,0.353077,0.162411,-0.36715
SH.601988,2023,4,0.091714,0.040748,0.914998,0.084793,0.127044
SH.600048,2023,4,0.061129,-0.336758,0.765451,0.0118,-0.042916
SH.601006,2023,4,0.089684,0.054899,0.266118,0.073893,-0.110165
SH.601111,2023,4,-0.034398,0.965264,0.894758,0.57693,0.097142
SZ.300016,2023,4,-0.041878,-17.289924,0.366427,-0.070812,0.153814
SZ.300271,2023,4,-0.2628,-0.307004,0.202556,-0.237925,-0.259966
SH.601699,2023,4,0.163676,-0.407385,0.430408,-0.014077,-0.18076
SH.601588,2023,4,0.005311,0.961622,0.723792,0.004605,-0.207037
SH.600017,2023,4,0.047677,-0.069444,0.607517,-0.141552,0.239175
SH.601398,2023,4,0.100383,0.008301,0.915507,0.074591,0.133697
SH.600018,2023,4,0.112127,-0.217884,0.331028,0.096575,0.111396
SH.601666,2023,4,0.165305,-0.314213,0.625331,0.221699,-0.016478
SH.601872,2023,4,0.138321,-0.028972,0.401566,0.116189,-0.216278
SH.601991,2023,4,0.020044,4.45798,0.708993,0.175452,-0.0581
SH.601333,2023,4,0.040956,1.530131,0.292278,0.043503,-0.076791
SH.601002,2023,4,-0.004585,-1.172533,0.201085,-0.025876,0.067064
SH.601628,2023,4,0.047106,-0.32467,0.920176,0.054889,0.127229
SH.601166,2023,4,0.099994,-0.159716,0.920487,0.067057,0.09886
SH.601003,2023,4,-0.108678,0.630381,0.689859,-0.102243,-0.031581
SH.601005,2023,4,-0.072551,-0.465963,0.468525,-0.069703,-0.028862
SH.601318,2023,4,0.097475,-0.189464,0.893903,0.034308,0.054002
SH.601007,2023,4,0.037697,0.372938,0.332345,0.013086,-0.358854
SZ.300318,2023,4,-0.018045,1.113492,0.403837,-0.017074,0.00061
SH.601008,2023,4,0.046308,0.104712,0.560213,-0.180981,0.398618
SH.601998,2023,4,0.096939,0.081207,0.918843,0.077852,0.058015
SH.601328,2023,4,0.087834,0.014105,0.921806,0.064584,0.083874
SH.601600,2023,4,0.116958,0.160494,0.533004,0.111324,-0.09412
SH.601919,2023,4,0.120355,-0.783995,0.47404,-0.022311,-0.1508
SH.601168,2023,4,0.177591,-0.158804,0.609279,-0.05872,-0.035301
SH.601009,2023,4,0.113573,0.004666,0.924575,0.085149,0.112472
SH.601169,2023,4,0.080656,0.03217,0.912441,0.059785,0.111496
SH.601939,2023,4,0.110757,0.023385,0.917232,0.103204,0.108064
SH.601808,2023,4,0.074425,0.313469,0.492394,0.056684,0.102326
SZ.300477,2023,4,-0.305817,-26.405745,0.761569,-0.223806,0.723197
SH.601088,2023,4,0.148762,-0.148086,0.24084,0.037553,-0.066224
SH.601857,2023,4,0.114449,0.103757,0.407631,0.058969,-0.012463
SZ.300213,2023,4,0.030142,0.039409,0.297706,-0.006024,0.17646
SH.601390,2023,4,0.105663,0.076346,0.74861,0.10401,0.150616
SH.601918,2023,4,0.168833,0.024338,0.591537,0.175903,0.008149
SH.601999,2023,4,0.045004,0.342937,0.390711,0.037378,-0.046209
SH.601866,2023,4,0.048442,-0.640736,0.767463,0.013535,-0.026264
SH.601601,2023,4,0.114038,-0.269766,0.88579,0.270306,0.110498
SH.601099,2023,4,0.026785,1.541972,0.404394,0.026965,0.057364
SH.601899,2023,4,0.215012,0.071562,0.596617,0.208709,0.126958
SH.601898,2023,4,0.142125,0.013775,0.476809,0.101297,-0.048426
SH.601958,2023,4,0.217719,1.211058,0.112088,0.164193,-0.041884
SH.601186,2023,4,0.086943,0.016809,0.749179,0.066941,0.094822
SH.601668,2023,4,0.133667,0.062532,0.748195,0.112634,0.101259
SH.601107,2023,4,0.070909,0.872761,0.710832,-0.242675,0.177915
SH.601766,2023,4,0.07412,0.015153,0.583453,0.038261,0.096013
SH.601788,2023,4,0.065162,0.327091,0.738466,0.04818,-0.009616
SH.601727,2023,4,0.005297,1.931656,0.72843,-0.037629,0.064559
SZ.300370,2023,4,-0.280132,0.50995,0.552033,-0.243109,-0.21643
SH.600999,2023,4,0.07392,0.085669,0.824623,0.058926,0.155909
SZ.300002,2023,4,0.167401,0.654985,0.149352,0.192229,0.049466
SH.601126,2023,4,0.151581,0.154871,0.554512,0.045897,0.196829
SH.601633,2023,4,0.105033,-0.14904,0.659618,0.050603,0.105044
SZ.300445,2023,4,0.098036,0.336712,0.097136,0.092102,-0.246887
SZ.300353,2023,4,0.166046,17.496141,0.407084,1.106302,-0.084988
SZ.300444,2023,4,0.076444,1.604976,0.693976,0.317844,0.320862
SH.601888,2023,4,0.131117,0.174195,0.249625,0.108301,-0.09607
SH.601139,2023,4,0.103981,0.167662,0.609848,0.106373,0.183782
