Code,Year,Quarter,Roe,YOYNi,LiabilityTo,YOYEquity,YOYLiability
SZ.002063,2024,4,0.082515,-0.143045,0.001336,0.07214,-0.098333
SZ.002064,2024,4,0.086419,-0.101788,0.002617,0.061486,-0.110575
SZ.002065,2024,4,0.042544,-0.336674,0.004928,0.046154,0.040436
SZ.002066,2024,4,0.081527,-0.242283,0.007069,0.049893,0.061357
SZ.002067,2024,4,0.012501,-0.227726,0.003333,0.045545,0.121702
SZ.002068,2024,4,0.008385,1.081158,0.006254,-0.014567,0.089164
SZ.002069,2024,4,-0.337788,-2.558888,0.009576,-0.337737,-0.041869
SZ.002279,2024,4,-0.102386,-0.0063,0.004289,-0.137525,-0.144557
SZ.002072,2024,4,-0.034118,-1.949393,0.00307,-0.033541,-0.643514
SZ.002073,2024,4,0.090179,0.455978,0.006636,0.122957,0.185625
SZ.002074,2024,4,0.0473,0.190935,0.007228,0.035635,0.158205
SZ.002075,2024,4,0.025203,-0.429238,0.005927,-0.052472,0.052225
SZ.002076,2024,4,-0.101905,-1.567252,0.006473,-0.088452,0.467065
SZ.002079,2024,4,0.024836,-0.542362,0.00269,0.040585,0.130058
SZ.002078,2024,4,0.113464,0.003136,0.004541,0.098376,-0.020346
SZ.002077,2024,4,0.007202,-0.713273,0.001893,0.007228,-0.154287
SZ.002080,2024,4,0.048109,-0.585885,0.005534,-0.005586,0.091673
SZ.002081,2024,4,0.040415,-0.457901,0.006029,0.022493,-0.09307
SZ.002082,2024,4,0.020825,0.718702,0.00363,0.003428,0.021835
SZ.002083,2024,4,0.083438,0.202431,0.004231,0.141204,-0.23765
SZ.002084,2024,4,-0.079654,0.569914,0.005446,-0.094229,-0.014492
SZ.002085,2024,4,0.095628,-0.187265,0.004603,0.031038,-0.007847
SZ.002086,2024,4,-0.124883,-1.109626,0.002086,-0.114921,-0.64843
SZ.002088,2024,4,0.16847,-0.020494,0.002652,0.030899,0.015256
SZ.002090,2024,4,0.048738,0.173894,0.005035,0.028888,0.055185
SZ.002091,2024,4,0.071507,-0.290987,0.005141,0.028879,0.064262
SZ.002092,2024,4,-0.043905,0.597189,0.006359,-0.040352,0.135702
SZ.002095,2024,4,-0.024818,-2.732281,0.002563,-0.038039,-0.126057
SZ.002094,2024,4,0.0242,2.723969,0.005219,0.026157,-0.038311
SZ.002093,2024,4,0.046172,0.638838,0.001563,0.002488,-0.149491
SZ.002102,2024,4,-0.154919,-3.139249,0.005509,-0.143783,-0.065236
SZ.002101,2024,4,0.053966,-0.031668,0.004518,0.027381,0.330331
SZ.002099,2024,4,-0.061471,0.208011,0.003117,-0.083348,0.211555
SZ.002100,2024,4,0.09013,1.393307,0.005149,0.094381,0.023318
SZ.002097,2024,4,0.015858,-0.373635,0.007565,0.004906,-0.01695
SZ.002096,2024,4,0.098786,0.129054,0.00294,0.068686,0.016104
SZ.002098,2024,4,0.163498,0.780669,0.003661,0.15413,0.172396
SZ.002103,2024,4,0.152356,-0.098988,0.005334,0.118161,-0.001395
SZ.002105,2024,4,-0.021238,-2.159981,0.004496,-0.036284,0.08893
SZ.002104,2024,4,0.044485,-0.397005,0.001124,0.012235,-0.006411
SZ.002110,2024,4,-0.064517,-0.925267,0.006249,-0.060989,0.166695
SZ.002108,2024,4,0.030127,-0.441954,0.003194,0.005406,0.216463
SZ.002106,2024,4,0.070469,-0.016797,0.003738,0.038232,1.375871
SZ.002109,2024,4,-0.075736,0.18373,0.005123,-0.185848,-0.017568
SZ.002107,2024,4,0.048453,-0.275996,0.002666,-0.133992,-0.155616
SZ.002111,2024,4,0.023785,-0.400641,0.005125,-0.014459,0.194451
SZ.002121,2024,4,-0.644396,0.080079,0.009329,-0.469287,0.023801
SZ.002112,2024,4,0.201903,0.351065,0.006951,0.21546,-0.007124
SZ.002114,2024,4,-0.079826,0.614235,0.005992,-0.08515,0.018
SZ.002115,2024,4,-0.121548,-4.634253,0.004216,-0.115944,-0.173815
SZ.002120,2024,4,0.096585,0.180789,0.004768,0.067895,-0.001422
SZ.002116,2024,4,0.138304,0.080604,0.005927,0.107137,0.084949
SZ.002117,2024,4,0.106475,-0.034268,0.003101,-0.107811,-0.027222
SZ.002119,2024,4,0.06249,0.032443,0.004151,0.055538,-0.051598
SZ.002124,2024,4,0.495081,1.504947,0.007258,0.657872,-0.334922
SZ.002123,2024,4,0.022884,1.023143,0.00564,0.052655,-0.179411
SZ.002125,2024,4,0.109025,-0.103524,0.003828,0.075852,-0.135085
SZ.002122,2024,4,-0.177588,-3.472447,0.003748,-0.163792,-0.035952
SZ.002126,2024,4,0.134255,0.276299,0.006149,0.138044,0.121662
SZ.002130,2024,4,0.16233,0.214823,0.00403,0.127815,0.168973
SZ.002129,2024,4,-0.271261,-3.771673,0.0063,-0.254969,0.220614
SZ.002127,2024,4,-0.0538,-3.251654,0.00173,-0.079919,0.071137
SZ.002131,2024,4,-0.01953,-1.15704,0.00415,-0.057012,-0.167501
SZ.002132,2024,4,0.003755,-0.750138,0.005675,-0.057874,-0.078011
SZ.002134,2024,4,0.072633,0.682887,0.006121,0.065361,0.551894
SZ.002135,2024,4,0.02953,-0.419162,0.006662,0.014967,0.058796
SZ.002136,2024,4,0.009557,-1.617107,0.003445,-0.007323,0.204674
SZ.002133,2024,4,-0.293534,-9.753064,0.00687,-0.265112,-0.270759
SZ.000338,2024,4,0.137363,0.273472,0.006453,0.092786,0.001622
SZ.002128,2024,4,0.163126,0.169388,0.00253,0.120302,-0.079927
SZ.002139,2024,4,0.10364,0.312406,0.004807,0.061641,0.282887
SZ.002137,2024,4,-0.015644,-1.580384,0.002067,-0.01912,0.225249
SZ.002138,2024,4,0.136112,0.284129,0.004528,0.050148,-0.045723
SZ.002170,2024,4,0.145259,0.578574,0.004711,0.321055,-0.006266
SZ.002140,2024,4,0.098126,0.095163,0.0069,0.085756,0.116636
SZ.002144,2024,4,0.013867,-0.662158,0.000925,0.019211,0.225816
SZ.002141,2024,4,-0.122078,0.018086,0.004078,-0.204426,4.946333
SZ.002142,2024,4,0.12491,0.062947,0.00925,0.158831,0.152033
SZ.002153,2024,4,-0.027526,-1.987643,0.001576,-0.033985,-0.025865
SZ.002146,2024,4,-0.439249,-6.191919,0.008929,-0.370313,-0.195295
SZ.002159,2024,4,0.108291,0.168676,0.002362,0.086634,0.108404
SZ.002148,2024,4,0.021415,0.114506,0.001089,0.007646,0.13272
SZ.002150,2024,4,0.122241,1.690517,0.005727,0.149469,0.248484
SZ.002152,2024,4,0.074835,-0.090173,0.004554,0.047849,0.090386
SZ.002149,2024,4,0.053552,-0.339882,0.004864,0.016678,0.073002
SZ.002157,2024,4,0.020207,-0.975755,0.004642,0.142253,-0.065914
SZ.002155,2024,4,0.129082,0.735166,0.001493,0.11178,-0.054274
SZ.002151,2024,4,-0.065564,-6.154538,0.001484,-0.082793,0.039114
SZ.002156,2024,4,0.047371,2.664445,0.006006,0.055593,0.170684
SZ.002145,2024,4,0.047205,0.346688,0.003781,0.01424,0.130662
SZ.002158,2024,4,0.217657,-0.002871,0.00297,0.138653,-0.372822
SZ.002168,2024,4,0.0,-78.812019,0.010491,-4.125442,-0.075597
SZ.002160,2024,4,0.017808,2.629349,0.005659,0.018284,0.134248
SZ.002161,2024,4,0.018388,-0.015143,0.004311,0.021879,-0.054743
SZ.002254,2024,4,0.012487,-0.92104,0.004699,-0.022365,0.262943
SZ.002154,2024,4,0.113638,-0.286376,0.003258,0.006556,-0.158624
SZ.002164,2024,4,0.034002,0.150289,0.004195,0.034636,0.002467
SZ.002162,2024,4,-0.161767,-4.123359,0.0059,-0.167232,-0.097474
SZ.002163,2024,4,-0.30147,-6.514523,0.008163,-0.259832,0.042733
SZ.002169,2024,4,-0.113018,-0.964398,0.006623,-0.124883,0.152278
SZ.002167,2024,4,0.112041,2.471475,0.003729,0.180016,-0.50522
SZ.002175,2024,4,0.028245,-0.623764,0.002192,0.02865,0.224166
SZ.002171,2024,4,0.032777,-0.516454,0.005713,0.171833,0.121053
SZ.002165,2024,4,0.028696,0.540341,0.005766,-0.006585,-0.021754
SZ.002192,2024,4,0.065436,-0.405529,0.00209,0.042696,-0.173635
SZ.002166,2024,4,0.052116,0.699855,0.003622,-0.002459,0.279138
SZ.002172,2024,4,0.355184,-0.179503,0.009438,0.432961,-0.106504
SZ.002174,2024,4,-0.087635,-5.224685,0.00297,-0.092789,0.2621
SZ.002173,2024,4,-0.051533,-1.741118,0.001937,-0.050239,0.040116
SZ.002176,2024,4,-0.087214,0.142954,0.00471,-0.081243,0.252988
SZ.002179,2024,4,0.152143,0.003438,0.003878,0.151311,0.179892
SZ.002177,2024,4,0.006424,-0.293993,0.000162,5.2e-05,-0.165551
SZ.002180,2024,4,0.076753,1.091558,0.007261,0.057661,-0.050097
SZ.002178,2024,4,-0.04845,-1.977055,0.005961,-0.047304,-0.134383
SZ.002183,2024,4,0.011602,-0.640768,0.008187,0.024473,0.079487
SZ.002185,2024,4,0.037913,1.37003,0.004687,0.051017,0.225173
SZ.002182,2024,4,0.030094,-0.55724,0.00545,0.012791,0.352848
SZ.002184,2024,4,-0.17633,-3.363157,0.006232,-0.181808,-0.146543
SZ.002189,2024,4,-0.408733,-0.310498,0.007358,-0.34692,0.100428
SZ.002188,2024,4,0.03264,-0.65693,0.003951,1.287345,0.039552
SZ.002187,2024,4,0.011765,0.294884,0.005515,0.011882,-0.132952
SZ.002186,2024,4,0.041532,-0.364901,0.004176,0.04227,-0.100825
SZ.002196,2024,4,-0.020157,-1.287268,0.006589,-0.003052,0.018719
SZ.002208,2024,4,-0.008663,-0.759664,0.007482,-0.018937,0.085627
SZ.002193,2024,4,-0.603975,0.111623,0.007569,-0.463559,0.057965
SZ.002190,2024,4,-0.025472,-1.158557,0.003982,-0.185263,0.066327
SZ.002191,2024,4,0.010735,-0.448462,0.002097,-0.050174,-0.246833
SZ.002194,2024,4,0.020787,-0.36723,0.001764,-0.022516,0.111755
SZ.002195,2024,4,0.003325,-1.168425,0.000236,0.005496,-0.256029
SZ.002200,2024,4,0.0,-29.156819,0.009344,-2.195587,-0.057336
SZ.002199,2024,4,-0.276378,-0.102007,0.005299,-0.238188,0.20205
SZ.002198,2024,4,0.027099,-0.399433,0.000961,-0.006244,-0.047042
SZ.002197,2024,4,-0.163307,-4.413727,0.006182,-0.137279,-0.094792
SZ.002201,2024,4,0.027151,-0.23845,0.005925,0.01737,-0.136222
SZ.002203,2024,4,0.049452,-0.474174,0.00619,0.020521,0.168271
SZ.002202,2024,4,0.04887,0.219545,0.007396,0.024446,0.111668
SZ.002204,2024,4,0.069598,0.37116,0.007216,0.050238,0.097814
SZ.002205,2024,4,-0.494762,0.065223,0.008709,-0.391274,0.047064
SZ.002207,2024,4,-0.209355,0.157175,0.008321,-0.189517,0.347435
SZ.002206,2024,4,0.108029,0.172759,0.004667,0.059639,-0.030908
SZ.002209,2024,4,0.102743,0.496918,0.007188,0.119644,0.300885
SZ.002210,2024,4,0.086754,0.728202,0.00728,0.323336,-0.079159
SZ.002211,2024,4,-0.892545,-0.329686,0.009447,-0.617135,0.681515
SZ.002213,2024,4,-0.082568,0.279578,0.002696,-0.069432,0.812158
SZ.002212,2024,4,0.008812,1.22431,0.001492,-0.005667,-0.071094
SZ.002216,2024,4,0.123919,-0.276333,0.00458,0.016613,0.172458
SZ.002215,2024,4,0.154209,1.742818,0.006368,0.021644,0.077657
SZ.002214,2024,4,-0.219275,-0.332657,0.003166,-0.218954,0.379687
SZ.002226,2024,4,0.098038,0.132913,0.00417,0.085672,0.137619
SZ.002217,2024,4,0.0,1.125689,0.002752,1.258055,-0.951646
SZ.002218,2024,4,0.002573,-0.533179,0.003851,-0.003476,0.067189
SZ.002222,2024,4,0.144717,0.075027,0.001462,0.089976,0.595929
SZ.002221,2024,4,0.040814,1.755439,0.006932,0.041297,0.00612
SZ.002224,2024,4,0.011549,-0.546493,0.001577,0.283851,-0.129376
SZ.002219,2024,4,0.05891,2.018792,0.006944,-0.06372,0.049418
SZ.002223,2024,4,0.148624,-0.24078,0.001912,0.065607,-0.26169
SZ.002225,2024,4,0.039638,-0.488413,0.005738,-0.002281,0.014301
SZ.002228,2024,4,0.028849,-0.100316,0.005668,-0.034555,-0.069959
SZ.002227,2024,4,-0.05129,-0.259554,0.003785,-0.050023,0.266012
SZ.002244,2024,4,0.096376,0.329434,0.00801,0.087954,-0.103838
SZ.002230,2024,4,0.03217,-0.173063,0.005488,0.044686,0.13259
SZ.002237,2024,4,0.056107,0.062453,0.006063,0.062079,0.178084
SZ.002235,2024,4,0.03841,1.100101,0.003571,0.031159,-0.081466
SZ.002232,2024,4,0.002944,-0.860891,0.003011,-0.000244,-0.245952
SZ.002231,2024,4,-0.157615,-0.4094,0.003655,-0.154808,-0.153706
SZ.002249,2024,4,0.098643,0.352002,0.004747,0.067832,0.165389
SZ.002229,2024,4,-0.209246,-9.85069,0.005695,-0.192508,0.253266
SZ.002253,2024,4,-0.061998,0.553323,0.0021,-0.061958,-0.051947
SZ.002234,2024,4,-0.115186,0.355535,0.004733,-0.108887,0.227437
SZ.002246,2024,4,-0.009914,-1.67614,0.003434,-0.01789,0.03741
SZ.002233,2024,4,0.045002,-0.262056,0.001104,0.000161,-0.001011
SZ.002243,2024,4,0.034019,-0.404431,0.004955,0.01825,0.126086
SZ.002236,2024,4,0.082144,-0.609489,0.002951,0.037699,-0.084489
SZ.002265,2024,4,0.074447,-0.09517,0.005493,0.077925,0.034974
SZ.002252,2024,4,0.071257,0.234247,0.000503,0.077354,-0.258108
SZ.002240,2024,4,-0.049752,-1.915061,0.004331,-0.072102,0.259852
SZ.002247,2024,4,0.423903,1.644997,0.003276,0.537915,-0.5929
SZ.002239,2024,4,0.019134,0.157411,0.005329,-0.006167,-0.107399
SZ.002238,2024,4,-0.001218,-1.048174,0.004446,-0.035363,-0.046879
SZ.002242,2024,4,0.035172,-0.727487,0.005394,0.004191,-0.008147
SZ.002245,2024,4,0.072948,1.719823,0.003588,0.073206,-0.039312
SZ.002241,2024,4,0.083287,1.537042,0.005883,0.077108,0.15259
SZ.002248,2024,4,0.128443,1.518164,0.008602,0.156776,-0.082192
SZ.002263,2024,4,0.006673,-0.114018,0.000651,0.006695,-0.465916
SZ.002274,2024,4,0.093057,-0.268574,0.002582,0.04487,-0.277695
SZ.002251,2024,4,0.225826,1.65177,0.006286,1.749522,-0.335872
SZ.002256,2024,4,-0.1203,-0.611735,0.002759,-0.134149,0.100364
SZ.002261,2024,4,-0.040035,-3.348831,0.005208,-0.031532,0.087767
SZ.002255,2024,4,0.098107,0.088195,0.004119,0.086648,0.063325
SZ.002259,2024,4,0.048032,5.183034,0.007069,0.038677,0.002629
SZ.002262,2024,4,0.166525,0.103017,0.001382,0.134623,0.270565
SZ.002264,2024,4,0.149242,0.298597,0.004787,0.14363,0.300228
SZ.002258,2024,4,0.028298,-0.611048,0.004242,0.031237,0.091546
SZ.002250,2024,4,0.015971,1.352215,0.005015,0.005014,-0.032155
SZ.002267,2024,4,0.111488,0.31815,0.005407,-0.159249,0.29337
SZ.002268,2024,4,0.028284,-0.542282,0.002152,0.019823,-0.257848
SZ.002271,2024,4,0.004058,-0.966982,0.004339,-0.121229,-0.136455
SZ.002269,2024,4,-0.53435,-7.15445,0.008524,-0.378716,-0.28595
SZ.002270,2024,4,0.188559,0.125528,0.002863,-0.055013,0.104647
SZ.002272,2024,4,-0.079336,-0.783607,0.005341,0.079722,-0.046485
SZ.002266,2024,4,0.087424,-0.019409,0.005342,0.031003,0.188785
SZ.002275,2024,4,0.179014,0.237919,0.002888,0.068448,0.092354
SZ.002273,2024,4,0.116813,0.690666,0.001966,0.04958,0.006199
SZ.002396,2024,4,0.061721,0.090421,0.004235,0.038221,0.110604
SZ.002276,2024,4,0.061775,-0.387144,0.006226,0.045157,0.121511
SZ.002282,2024,4,0.0548,0.461332,0.001071,0.03492,-0.038371
SZ.002284,2024,4,0.074779,1.204093,0.005826,0.044158,0.186198
SZ.002283,2024,4,0.055094,-0.15106,0.002543,0.003806,-0.108404
SZ.002362,2024,4,-0.092056,0.378653,0.003462,-0.089094,0.309024
SZ.002277,2024,4,0.004176,-0.765654,0.00539,0.008388,0.009439
SZ.002278,2024,4,0.027133,0.113654,0.003549,0.023232,0.090278
SZ.002461,2024,4,0.079107,0.291038,0.003351,0.053563,0.190516
SZ.002285,2024,4,-0.067222,0.335262,0.003314,-0.065033,-0.364639
SZ.002281,2024,4,0.075363,0.059811,0.003807,0.079763,0.564349
SZ.002287,2024,4,0.149596,0.003785,0.003942,0.092477,0.058842
SZ.002286,2024,4,0.055234,1.059697,0.002365,0.029264,-0.063619
SZ.002289,2024,4,-0.073446,-15.955331,0.004483,-0.069654,1.944825
SZ.002290,2024,4,0.129623,0.138499,0.005473,0.139658,-0.07693
SZ.002296,2024,4,0.12763,0.667099,0.002692,0.162844,0.379754
SZ.002295,2024,4,0.020658,0.160906,0.003503,0.014178,0.026774
SZ.002291,2024,4,-0.254459,0.04237,0.00388,-0.226323,-0.072753
SZ.002300,2024,4,0.048048,-0.572843,0.006295,-0.008857,-0.012319
SZ.002292,2024,4,-0.090075,-4.443817,0.003097,-0.097276,-0.181724
SZ.002293,2024,4,0.102818,-0.246144,0.00318,-0.011573,-0.229677
SZ.002294,2024,4,0.07191,0.041883,0.001637,0.086439,0.277384
SZ.002297,2024,4,-0.032219,-3.343901,0.002993,-0.033067,0.240457
SZ.002599,2024,4,-0.142753,-33.376149,0.004114,-0.146319,-0.227741
SZ.002467,2024,4,0.036915,1.31645,0.001475,0.044271,-0.112548
SZ.002446,2024,4,-0.264165,-15.422006,0.003097,-0.230604,0.056403
SZ.002448,2024,4,0.059738,-0.279353,0.003269,0.038818,-0.030079
SZ.002438,2024,4,0.086842,0.094158,0.004221,0.071953,-0.000359
SZ.002490,2024,4,-0.095385,0.922845,0.007968,0.160976,-0.244809
SZ.002419,2024,4,0.018471,-0.659168,0.00855,-0.026172,-0.003282
SZ.002298,2024,4,-0.551852,-1.608907,0.005975,-0.43849,0.011612
SZ.002506,2024,4,0.028412,-0.565259,0.008759,-0.016962,0.007996
SZ.002299,2024,4,0.069815,0.148944,0.005,0.012793,-0.143078
SZ.002301,2024,4,0.02032,-0.152089,0.006161,-0.009897,-0.046286
SZ.002489,2024,4,0.119707,12.063016,0.004824,0.126859,0.14807
SZ.002304,2024,4,0.128921,-0.334736,0.002324,-0.006744,-0.117808
SZ.002306,2024,4,-24.855162,0.266913,0.008869,-1.870142,0.201286
SZ.002365,2024,4,0.031056,3.101307,0.001155,0.004974,-0.108088
SZ.002302,2024,4,-0.027045,-1.304194,0.0068,-0.045457,-0.023459
SZ.002307,2024,4,-0.130842,-7.190737,0.00908,-0.124685,0.053043
SZ.002350,2024,4,0.023164,1.216379,0.003973,-0.004391,0.139395
SZ.002315,2024,4,0.18125,0.188884,0.003993,0.017973,0.188726
SZ.002305,2024,4,0.0,-0.341785,0.010274,-4.615214,-0.168512
SZ.002303,2024,4,0.05882,0.420757,0.003619,-0.115845,-0.005268
SZ.002756,2024,4,0.082357,-0.69963,0.000913,-0.047888,-0.43489
SZ.002310,2024,4,-5.371903,0.257446,0.002888,8.815058,-0.982214
SZ.002309,2024,4,-2.724828,0.215172,0.007444,3.543602,-0.503195
SZ.002311,2024,4,0.206831,0.628442,0.004787,0.216734,-0.033197
SZ.002312,2024,4,0.057477,0.280054,0.004743,0.039082,0.095473
SZ.002523,2024,4,0.02229,-0.111272,0.004709,0.02869,0.056489
SZ.002313,2024,4,-1.001927,0.633205,0.009814,-0.668422,-0.059447
SZ.002314,2024,4,-0.185497,-3.583831,0.007694,-0.138451,-0.022526
SZ.002316,2024,4,0.150969,2.14032,0.008664,0.132673,0.011141
SZ.002356,2024,4,-0.076452,0.010763,0.002299,-0.039219,-0.104544
SZ.002318,2024,4,0.197089,0.019077,0.00427,0.087663,0.087194
SZ.002327,2024,4,0.139921,-0.052169,0.002147,0.008434,-0.019963
SZ.002317,2024,4,-0.072338,-2.496447,0.002779,-0.101355,-0.201499
SZ.002319,2024,4,-0.191934,-7.77574,0.006922,1.233102,-0.245397
SZ.002474,2024,4,-0.060214,0.400994,0.004467,-0.058033,-0.053876
SZ.002321,2024,4,0.033222,0.879516,0.006109,-0.025795,-0.012491
SZ.002331,2024,4,0.021741,1.694193,0.004026,0.022011,0.137811
SZ.002328,2024,4,0.047136,-0.154974,0.003501,0.014725,-0.073653
SZ.002320,2024,4,0.059966,-0.144308,0.001754,0.001131,-0.094762
SZ.002324,2024,4,0.032724,-0.813264,0.006044,-0.001404,-0.026031
SZ.002322,2024,4,0.087698,0.128378,0.001056,-0.102677,-0.096569
SZ.002323,2024,4,-0.390416,-4.839622,0.00606,-0.339035,-0.020236
SZ.002326,2024,4,-0.163984,0.277272,0.007459,-0.155436,0.040087
SZ.002330,2024,4,-0.014387,0.305375,0.003016,-0.016995,-0.004972
SZ.002329,2024,4,-0.528291,-10.589293,0.007711,-0.430993,0.019298
SZ.002333,2024,4,0.02722,-0.046521,0.003829,-0.002185,-0.117506
SZ.002332,2024,4,0.068305,-0.288543,0.001588,0.009917,-0.04418
SZ.002334,2024,4,0.103179,-0.353393,0.00452,0.098852,-0.033639
SZ.002337,2024,4,0.031764,-0.394484,0.003656,0.023556,0.226306
SZ.002335,2024,4,0.06946,-0.369431,0.006246,0.061688,0.085601
SZ.002338,2024,4,0.051918,-0.13606,0.002699,0.076016,-0.141558
SZ.002340,2024,4,0.053442,0.143186,0.006482,0.035427,0.39987
SZ.002561,2024,4,0.001893,-0.857316,0.001421,-0.019947,-0.212406
SZ.002339,2024,4,0.017576,-0.093613,0.005057,0.012499,0.060837
SZ.002344,2024,4,0.010571,-0.394842,0.003445,0.00809,0.049812
SZ.002342,2024,4,-0.0187,-4.261492,0.005252,-0.019734,0.167207
SZ.002538,2024,4,0.058985,1.377895,0.00168,0.020163,-0.042556
SZ.002343,2024,4,0.030906,0.214491,0.003884,0.03105,1.329131
SZ.002345,2024,4,0.054079,-0.4874,0.003612,-0.028049,0.08065
SZ.002346,2024,4,0.025173,-0.753902,0.002709,-0.009784,-0.267373
SZ.002347,2024,4,0.012158,1.511833,0.005163,0.01298,0.05413
SZ.002348,2024,4,-0.117955,0.079288,0.00373,-0.109263,0.156627
SZ.002381,2024,4,0.071463,-0.366898,0.004243,0.023296,0.000648
SZ.002349,2024,4,0.084585,-0.104897,0.001044,0.056821,-0.094788
SZ.002351,2024,4,0.168601,0.081063,0.001895,0.096528,0.011454
SZ.002352,2024,4,0.110079,0.291627,0.005214,-0.00859,-0.056833
SZ.002591,2024,4,-0.015936,0.719563,0.002346,-0.015748,-0.395003
SZ.002355,2024,4,0.154245,1.544198,0.005109,0.168298,0.057122
SZ.002353,2024,4,0.129805,0.077029,0.003836,0.094927,0.177514
SZ.002354,2024,4,-0.086579,0.897304,0.002852,-0.188342,0.01246
SZ.002358,2024,4,0.027738,0.217832,0.005087,0.0213,0.059775
SZ.002549,2024,4,-0.02462,-0.880152,0.003032,0.019662,-0.070399
SZ.002357,2024,4,0.079988,-0.161058,0.004198,0.092631,-0.069861
SZ.002455,2024,4,0.056553,0.846331,0.008022,0.0638,0.032789
SZ.002370,2024,4,0.044093,3.882873,0.003065,0.673651,-0.493709
SZ.002375,2024,4,0.038052,0.20269,0.006342,0.016042,-0.025388
SZ.002369,2024,4,-0.378863,0.460902,0.008196,-0.318541,0.121398
SZ.002360,2024,4,-0.034725,-1.276571,0.005754,-0.064734,0.5706
SZ.002364,2024,4,0.046289,1.663228,0.003507,0.053766,0.366339
SZ.002367,2024,4,0.102309,-0.017637,0.00526,0.026132,-0.004251
SZ.002366,2024,4,-0.002637,-1.144891,0.00365,-0.003126,-0.068261
SZ.002361,2024,4,0.01488,0.068104,0.004862,-0.026809,-0.123167
SZ.002368,2024,4,0.036692,-0.446483,0.006502,0.012593,-0.028107
SZ.002374,2024,4,-0.240676,-0.472389,0.007435,-0.215285,-0.011454
SZ.002371,2024,4,0.202754,0.411869,0.005096,0.275561,0.162637
SZ.002373,2024,4,-0.100555,-3.104784,0.003677,-0.10628,0.019924
SZ.002380,2024,4,0.120071,0.583828,0.004058,0.132802,0.133273
SZ.002566,2024,4,0.023311,-0.472935,0.002145,0.001094,-0.107912
SZ.002372,2024,4,0.178287,-0.342992,0.002107,-0.08958,-0.094231
SZ.002376,2024,4,0.013752,1.026078,0.002451,0.223765,-0.323364
SZ.002397,2024,4,0.021203,0.060183,0.005301,0.017524,-0.093428
SZ.002378,2024,4,0.082557,0.198601,0.005708,0.046231,0.002369
SZ.002383,2024,4,-0.125034,-1.541738,0.004375,-0.121269,-0.28135
SZ.002363,2024,4,0.022174,0.361718,0.003599,-0.003814,-0.014782
SZ.002379,2024,4,-0.034588,0.524992,0.003733,-0.034032,0.224657
SZ.002382,2024,4,-0.050253,0.181996,0.004167,-0.142636,0.150416
SZ.002421,2024,4,0.0076,-0.810573,0.006304,-0.005769,-0.000923
SZ.002392,2024,4,0.060155,-0.16737,0.003939,0.020214,0.074462
SZ.002630,2024,4,-0.864535,-0.772911,0.009643,-0.668802,0.005089
SZ.002385,2024,4,0.041596,1.278059,0.006345,0.056559,-0.063712
SZ.002384,2024,4,0.058732,-0.44782,0.005896,0.037665,0.03616
SZ.002386,2024,4,-0.059264,-48.504942,0.006118,-0.070087,0.189821
SZ.002377,2024,4,-0.117484,0.596985,0.005759,-0.11055,0.374643
SZ.002394,2024,4,0.050435,0.391148,0.003036,0.056405,-0.205862
SZ.002393,2024,4,0.038152,-0.486052,0.001703,-0.027229,0.123536
SZ.002388,2024,4,-0.218186,-0.127187,0.005628,-0.18938,0.103906
SZ.002407,2024,4,-0.034593,-1.758943,0.005279,-0.089464,0.117128
SZ.002387,2024,4,-0.366085,0.335558,0.007967,-0.318075,0.073064
SZ.002395,2024,4,0.414973,7.548404,0.004023,0.48668,-0.326003
SZ.002389,2024,4,0.010981,-0.403733,0.002493,0.002016,0.120563
SZ.002398,2024,4,0.013483,-0.681203,0.003882,-0.018502,-0.15472
SZ.002390,2024,4,0.01495,-0.559915,0.002225,-0.020773,-0.044924
SZ.002391,2024,4,-0.02724,-2.649528,0.005106,-0.07646,0.271719
SZ.002399,2024,4,0.053757,1.779045,0.002964,0.01977,-0.287404
SZ.002410,2024,4,0.042295,1.268918,0.004058,0.013031,-0.033826
SZ.002408,2024,4,0.0027,1.098048,0.005317,-0.011452,-0.067833
SZ.002401,2024,4,0.078111,-0.319424,0.004151,0.04151,-0.19786
SZ.002400,2024,4,0.020585,-0.458917,0.00526,0.011457,-0.021847
SZ.002404,2024,4,0.079504,-0.240404,0.003798,-0.027983,-0.096338
SZ.002406,2024,4,0.029559,0.255941,0.001575,0.011384,-0.04808
SZ.002808,2024,4,-0.149746,-0.336545,0.002889,-0.167104,0.165468
SZ.002405,2024,4,-0.11654,0.174191,0.002104,-0.126546,-0.054841
SZ.002403,2024,4,0.009045,1.025266,0.006588,-0.007269,0.030324
SZ.002402,2024,4,0.078974,-0.040218,0.005495,0.030546,0.405278
SZ.002409,2024,4,0.123528,0.40253,0.003888,0.042756,0.457158
SZ.002412,2024,4,0.105724,0.074285,0.00135,0.12244,-0.079279
SZ.002416,2024,4,0.096259,-0.138908,0.004555,0.025632,-0.104479
SZ.002415,2024,4,0.152555,-0.132944,0.003372,0.056505,-0.214811
SZ.002414,2024,4,-0.068224,-7.501383,0.003153,-0.067922,0.584855
SZ.002413,2024,4,-0.109008,0.120091,0.002971,-0.100306,0.028239
SZ.002425,2024,4,-0.162346,0.375132,0.001154,-0.149915,-0.279451
SZ.002418,2024,4,-0.066731,-5.309899,0.004821,-0.06663,0.319612
SZ.002420,2024,4,0.185249,1.436396,0.007561,0.162946,0.00847
