ts_code,symbol,name,area,industry,market,cnspell,list_date,act_name,act_ent_type,list_status
603058.SH,603058,永吉股份,贵州,广告包装,主板,YJGF,20161223,邓代兴,民营企业,L
603855.SH,603855,华荣股份,上海,专用机械,主板,HRGF,20170524,胡志荣,民营企业,L
603127.SH,603127,昭衍新药,北京,医疗保健,主板,ZYXY,20170825,冯宇霞,民营企业,L
002870.SZ,002870,香山股份,广东,汽车配件,主板,XSGF,20170515,王剑峰,民营企业,L
300589.SZ,300589,江龙船艇,广东,船舶,创业板,JLCT,20170113,无实际控制人,其他,L
300601.SZ,300601,康泰生物,深圳,生物制药,创业板,KTSW,20170207,杜伟民,民营企业,L
002902.SZ,002902,铭普光磁,广东,通信设备,主板,MPGC,20170929,杨先进,民营企业,L
300585.SZ,300585,奥联电子,江苏,汽车配件,创业板,ALDZ,20161229,钱明飞,民营企业,L
603926.SH,603926,铁流股份,浙江,汽车配件,主板,TLGF,20170510,国宁,民营企业,L
002860.SZ,002860,星帅尔,浙江,家用电器,主板,XSE,20170412,陈丽娟,民营企业,L
603501.SH,603501,豪威集团,上海,半导体,主板,HWJT,20170504,虞仁荣,民营企业,L
603200.SH,603200,上海洗霸,上海,环境保护,主板,SHXB,20170601,王炜,民营企业,L
300612.SZ,300612,宣亚国际,北京,广告包装,创业板,XYGJ,20170215,张秀兵,民营企业,L
603586.SH,603586,金麒麟,山东,汽车配件,主板,JQL,20170406,孙忠义,民营企业,L
300868.SZ,300868,杰美特,深圳,元器件,创业板,JMT,20200824,谌建平,民营企业,L
300945.SZ,300945,曼卡龙,浙江,服饰,创业板,MKL,20210210,孙松鹤,民营企业,L
603139.SH,603139,康惠股份,陕西,中成药,主板,KHGF,20170421,李红明,民营企业,L
002926.SZ,002926,华西证券,四川,证券,主板,HXZQ,20180205,泸州市国有资产监督管理委员会,地方国有企业,L
603776.SH,603776,永安行,江苏,公共交通,主板,YAX,20170817,杨磊,民营企业,L
603496.SH,603496,恒为科技,上海,IT设备,主板,HWKJ,20170607,沈振宇,民营企业,L
002871.SZ,002871,伟隆股份,山东,机械基件,主板,WLGF,20170511,范庆伟,民营企业,L
603728.SH,603728,鸣志电器,上海,电气设备,主板,MZDQ,20170509,常建鸣,民营企业,L
002869.SZ,002869,金溢科技,深圳,通信设备,主板,JYKJ,20170515,罗瑞发,民营企业,L
300588.SZ,300588,熙菱信息,新疆,IT设备,创业板,XLXX,20170105,何开文,民营企业,L
300590.SZ,300590,移为通信,上海,通信设备,创业板,YWTX,20170111,廖荣华,民营企业,L
300613.SZ,300613,富瀚微,上海,半导体,创业板,FHW,20170220,杨小奇,民营企业,L
300618.SZ,300618,寒锐钴业,江苏,小金属,创业板,HRGY,20170306,梁杰,民营企业,L
300616.SZ,300616,尚品宅配,广东,家居用品,创业板,SPZP,20170307,李连柱,民营企业,L
002876.SZ,002876,三利谱,深圳,元器件,主板,SLP,20170525,张建军,民营企业,L
002872.SZ,002872,ST天圣,重庆,医药商业,主板,STTS,20170519,刘群,民营企业,L
603717.SH,603717,天域生物,重庆,农业综合,主板,TYSW,20170327,罗卫国,民营企业,L
603879.SH,603879,永悦科技,江苏,化工原料,主板,YYKJ,20170614,陈翔,民营企业,L
603081.SH,603081,大丰实业,浙江,专用机械,主板,DFSY,20170420,丰华,民营企业,L
002863.SZ,002863,今飞凯达,浙江,汽车配件,主板,JFKD,20170418,葛炳灶,民营企业,L
603721.SH,603721,*ST天择,湖南,影视音像,主板,*STTZ,20170811,长沙市人民政府国有资产监督管理委员会,地方国有企业,L
300645.SZ,300645,正元智慧,浙江,软件服务,创业板,ZYZH,20170421,陈坚,民营企业,L
300610.SZ,300610,晨化股份,江苏,化工原料,创业板,CHGF,20170213,于子洲,民营企业,L
603056.SH,603056,德邦股份,上海,仓储物流,主板,DBGF,20180116,京东集团股份有限公司,外资,L
300675.SZ,300675,建科院,深圳,建筑工程,创业板,JKY,20170719,深圳市人民政府国有资产监督管理委员会,地方国有企业,L
300638.SZ,300638,广和通,深圳,通信设备,创业板,GHT,20170413,张天瑜,民营企业,L
300602.SZ,300602,飞荣达,深圳,元器件,创业板,FRD,20170126,马飞,民营企业,L
300996.SZ,300996,普联软件,山东,软件服务,创业板,PLRJ,20210603,蔺国强,民营企业,L
300595.SZ,300595,欧普康视,安徽,医疗保健,创业板,OPKS,20170117,陶悦群,民营企业,L
003025.SZ,003025,思进智能,浙江,机床制造,主板,SJZN,20201211,李忠明,民营企业,L
300584.SZ,300584,海辰药业,江苏,化学制药,创业板,HCYY,20170112,曹于平,民营企业,L
300599.SZ,300599,雄塑科技,广东,塑料,创业板,XSKJ,20170123,黄淦雄,民营企业,L
603335.SH,603335,迪生力,广东,汽车配件,主板,DSL,20170620,赵瑞贞,民营企业,L
300605.SZ,300605,恒锋信息,福建,软件服务,创业板,HFXX,20170208,魏晓曦,民营企业,L
300591.SZ,300591,万里马,广东,服饰,创业板,WLM,20170110,林大耀,民营企业,L
300639.SZ,300639,凯普生物,广东,医疗保健,创业板,KPSW,20170412,王建瑜,民营企业,L
300608.SZ,300608,思特奇,北京,软件服务,创业板,STQ,20170213,无实际控制人,其他,L
603316.SH,603316,诚邦股份,浙江,建筑工程,主板,CBGF,20170619,方利强,民营企业,L
301098.SZ,301098,金埔园林,江苏,建筑工程,创业板,JPYL,20211112,王宜森,民营企业,L
603331.SH,603331,百达精工,浙江,专用机械,主板,BDJG,20170705,施小友,民营企业,L
603856.SH,603856,东宏股份,山东,塑料,主板,DHGF,20171106,倪立营,民营企业,L
603488.SH,603488,展鹏科技,江苏,运输设备,主板,ZPKJ,20170516,王林江,民营企业,L
603679.SH,603679,华体科技,四川,电气设备,主板,HTKJ,20170621,梁熹,民营企业,L
002965.SZ,002965,祥鑫科技,广东,汽车配件,主板,XXKJ,20191025,陈荣,民营企业,L
601121.SH,601121,宝地矿业,新疆,普钢,主板,BDKY,20230310,新疆维吾尔自治区人民政府国有资产监督管理委员会,地方国有企业,L
300498.SZ,300498,温氏股份,广东,农业综合,创业板,WSGF,20151102,温志芬,民营企业,L
603357.SH,603357,设计总院,安徽,建筑工程,主板,SJZY,20170801,安徽省人民政府国有资产监督管理委员会,地方国有企业,L
002866.SZ,002866,传艺科技,江苏,IT设备,主板,CYKJ,20170426,邹伟民,民营企业,L
603093.SH,603093,南华期货,浙江,多元金融,主板,NHQH,20190830,横店社团经济企业联合会,集体企业,L
603970.SH,603970,中农立华,北京,农药化肥,主板,ZNLH,20171116,中华全国供销合作总社,中央企业,L
002935.SZ,002935,天奥电子,四川,航空,主板,TADZ,20180903,国务院国有资产监督管理委员会,中央企业,L
002877.SZ,002877,智能自控,江苏,机械基件,主板,ZNZK,20170605,沈剑标,民营企业,L
002900.SZ,002900,哈三联,黑龙江,化学制药,主板,HSL,20170922,秦剑飞,民营企业,L
002880.SZ,002880,卫光生物,深圳,生物制药,主板,WGSW,20170616,深圳市光明区人民政府,地方国有企业,L
603063.SH,603063,禾望电气,深圳,电气设备,主板,HWDQ,20170728,韩玉,民营企业,L
605303.SH,605303,园林股份,浙江,建筑工程,主板,YLGF,20210301,吴光洪,民营企业,L
002886.SZ,002886,沃特股份,深圳,塑料,主板,WTGF,20170627,吴宪,民营企业,L
603387.SH,603387,基蛋生物,江苏,医疗保健,主板,JDSW,20170717,苏恩本,民营企业,L
002879.SZ,002879,长缆科技,湖南,电气设备,主板,CLKJ,20170707,俞正元,民营企业,L
603196.SH,603196,日播时尚,上海,服饰,主板,RBSS,20170531,梁丰,民营企业,L
603978.SH,603978,深圳新星,深圳,小金属,主板,SZXX,20170807,陈学敏,民营企业,L
601108.SH,601108,财通证券,浙江,证券,主板,CTZQ,20171024,浙江省财政厅,地方国有企业,L
001332.SZ,001332,锡装股份,江苏,专用机械,主板,XZGF,20220920,曹洪海,民营企业,L
603042.SH,603042,华脉科技,江苏,通信设备,主板,HMKJ,20170602,胥爱民,民营企业,L
603587.SH,603587,地素时尚,上海,服饰,主板,DSSS,20180622,马瑞敏,民营企业,L
002893.SZ,002893,京能热力,北京,供气供热,主板,JNRL,20170915,北京市人民政府国有资产监督管理委员会,地方国有企业,L
603725.SH,603725,天安新材,广东,塑料,主板,TAXC,20170906,吴启超,民营企业,L
603985.SH,603985,恒润股份,江苏,电气设备,主板,HRGF,20170505,济宁市人民政府国有资产监督管理委员会,地方国有企业,L
603619.SH,603619,中曼石油,上海,石油开采,主板,ZMSY,20171117,李春第,民营企业,L
603938.SH,603938,三孚股份,河北,化工原料,主板,SFGF,20170628,孙任靖,民营企业,L
603711.SH,603711,香飘飘,浙江,软饮料,主板,XPP,20171130,蒋建琪,民营企业,L
603880.SH,603880,南卫股份,江苏,医疗保健,主板,NWGF,20170807,李平,民营企业,L
002884.SZ,002884,凌霄泵业,广东,机械基件,主板,LXBY,20170711,王海波,民营企业,L
603767.SH,603767,中马传动,浙江,汽车配件,主板,ZMCD,20170613,盛桂英,民营企业,L
603079.SH,603079,圣达生物,浙江,食品,主板,SDSW,20170823,洪爱,外资,L
300622.SZ,300622,博士眼镜,深圳,其他商业,创业板,BSYJ,20170315,ALEXANDER LIU,外资,L
300611.SZ,300611,美力科技,浙江,汽车配件,创业板,MLKJ,20170220,章碧鸿,民营企业,L
300609.SZ,300609,汇纳科技,上海,软件服务,创业板,HNKJ,20170215,江泽星,民营企业,L
300767.SZ,300767,震安科技,云南,橡胶,创业板,ZAKJ,20190329,宁花香,民营企业,L
300708.SZ,300708,聚灿光电,江苏,半导体,创业板,JCGD,20171016,潘华荣,民营企业,L
300625.SZ,300625,三雄极光,广东,家用电器,创业板,SXJG,20170317,无实际控制人,其他,L
300621.SZ,300621,维业股份,深圳,装修装饰,创业板,WYGF,20170316,珠海市人民政府国有资产监督管理委员会,地方国有企业,L
301208.SZ,301208,中亦科技,北京,软件服务,创业板,ZYKJ,20220707,徐晓飞,民营企业,L
300661.SZ,300661,圣邦股份,北京,半导体,创业板,SBGF,20170606,张世龙,民营企业,L
300627.SZ,300627,华测导航,上海,通信设备,创业板,HCDH,20170321,赵延平,民营企业,L
300626.SZ,300626,华瑞股份,浙江,电气设备,创业板,HRGF,20170320,梧州市人民政府国有资产监督管理委员会,地方国有企业,L
300620.SZ,300620,光库科技,广东,通信设备,创业板,GKKJ,20170310,珠海市人民政府国有资产监督管理委员会,地方国有企业,L
300633.SZ,300633,开立医疗,深圳,医疗保健,创业板,KLYL,20170406,陈志强,民营企业,L
300628.SZ,300628,亿联网络,福建,通信设备,创业板,YLWL,20170317,吴仲毅,民营企业,L
300701.SZ,300701,森霸传感,河南,元器件,创业板,SBCG,20170915,单森林,民营企业,L
300908.SZ,300908,仲景食品,河南,食品,创业板,ZJSP,20201123,孙耀志,民营企业,L
300695.SZ,300695,兆丰股份,浙江,汽车配件,创业板,ZFGF,20170908,孔爱祥,民营企业,L
300637.SZ,300637,扬帆新材,浙江,化工原料,创业板,YFXC,20170412,樊培仁,民营企业,L
300603.SZ,300603,立昂技术,新疆,通信设备,创业板,LAJS,20170126,王刚,民营企业,L
300635.SZ,300635,中达安,广东,建筑工程,创业板,ZDA,20170331,济南市历城区财政局,地方国有企业,L
300699.SZ,300699,光威复材,山东,化纤,创业板,GWFC,20170901,陈亮,民营企业,L
301286.SZ,301286,侨源股份,四川,化工原料,创业板,QYGF,20220614,乔志涌,民营企业,L
300636.SZ,300636,同和药业,江西,化学制药,创业板,THYY,20170331,庞正伟,民营企业,L
300662.SZ,300662,科锐国际,北京,文教休闲,创业板,KRGJ,20170608,高勇,民营企业,L
300670.SZ,300670,大烨智能,江苏,电气设备,创业板,DYZN,20170703,陈杰,民营企业,L
300663.SZ,300663,科蓝软件,北京,软件服务,创业板,KLRJ,20170608,王安京,民营企业,L
300700.SZ,300700,岱勒新材,湖南,矿物制品,创业板,DLXC,20170912,段志明,民营企业,L
601155.SH,601155,新城控股,江苏,区域地产,主板,XCKG,20151204,王振华,民营企业,L
603055.SH,603055,台华新材,浙江,纺织,主板,THXC,20170921,施清岛,外资,L
300801.SZ,300801,泰和科技,山东,化工原料,创业板,THKJ,20191128,程终发,民营企业,L
603535.SH,603535,嘉诚国际,广东,仓储物流,主板,JCGJ,20170808,段容文,民营企业,L
603233.SH,603233,大参林,广东,医药商业,主板,DSL,20170731,柯云峰,民营企业,L
300652.SZ,300652,雷迪克,浙江,汽车配件,创业板,LDK,20170516,沈仁荣,民营企业,L
300648.SZ,300648,星云股份,福建,电气设备,创业板,XYGF,20170425,李有财,民营企业,L
300953.SZ,300953,震裕科技,浙江,电气设备,创业板,ZYKJ,20210318,蒋震林,民营企业,L
300685.SZ,300685,艾德生物,福建,医疗保健,创业板,ADSW,20170802,郑立谋,外资,L
301153.SZ,301153,中科江南,北京,软件服务,创业板,ZKJN,20220518,广州市人民政府国有资产监督管理委员会,地方国有企业,L
601019.SH,601019,山东出版,山东,出版业,主板,SDCB,20171122,山东出版集团有限公司,地方国有企业,L
603289.SH,603289,泰瑞机器,浙江,专用机械,主板,TRJQ,20171031,郑建国,民营企业,L
300643.SZ,300643,万通智控,浙江,汽车配件,创业板,WTZK,20170505,张健儿,民营企业,L
300837.SZ,300837,浙矿股份,浙江,专用机械,创业板,ZKGF,20200605,陈利华,民营企业,L
300514.SZ,300514,友讯达,深圳,电器仪表,创业板,YXD,20170426,崔涛,民营企业,L
300650.SZ,300650,太龙股份,福建,元器件,创业板,TLGF,20170503,庄占龙,民营企业,L
300653.SZ,300653,正海生物,山东,医疗保健,创业板,ZHSW,20170516,秘波海,民营企业,L
300676.SZ,300676,华大基因,深圳,医疗保健,创业板,HDJY,20170714,汪建,民营企业,L
603110.SH,603110,东方材料,安徽,染料涂料,主板,DFCL,20171013,许广彬,民营企业,L
002883.SZ,002883,中设股份,江苏,建筑工程,主板,ZSGF,20170620,无锡市人民政府国有资产监督管理委员会,地方国有企业,L
603226.SH,603226,菲林格尔,上海,家居用品,主板,FLGE,20170615,金亚伟,民营企业,L
300963.SZ,300963,中洲特材,上海,小金属,创业板,ZZTC,20210409,冯明明,民营企业,L
603648.SH,603648,畅联股份,上海,仓储物流,主板,CLGF,20170913,上海市浦东新区国有资产监督管理委员会,地方国有企业,L
603916.SH,603916,苏博特,江苏,化工原料,主板,SBT,20171110,缪昌文,民营企业,L
603683.SH,603683,晶华新材,上海,化工原料,主板,JHXC,20171020,周晓南,民营企业,L
603933.SH,603933,睿能科技,福建,元器件,主板,RNKJ,20170706,杨维坚,外资,L
002887.SZ,002887,绿茵生态,天津,环境保护,主板,LYST,20170801,卢云慧,民营企业,L
300690.SZ,300690,双一科技,山东,电气设备,创业板,SYKJ,20170808,王庆华,民营企业,L
300641.SZ,300641,正丹股份,江苏,化工原料,创业板,ZDGF,20170418,曹正国,民营企业,L
300680.SZ,300680,隆盛科技,江苏,汽车配件,创业板,LSKJ,20170725,倪茂生,民营企业,L
300604.SZ,300604,长川科技,浙江,半导体,创业板,CCKJ,20170417,赵轶,民营企业,L
300642.SZ,300642,透景生命,上海,医疗保健,创业板,TJSM,20170421,姚见儿,民营企业,L
300658.SZ,300658,延江股份,福建,纺织,创业板,YJGF,20170602,谢继华,民营企业,L
300651.SZ,300651,金陵体育,江苏,文教休闲,创业板,JLTY,20170509,李春荣,民营企业,L
300649.SZ,300649,杭州园林,浙江,建筑工程,创业板,HZYL,20170505,何韦,民营企业,L
300554.SZ,300554,三超新材,江苏,矿物制品,创业板,SCXC,20170421,柳敬麒,民营企业,L
300929.SZ,300929,华骐环保,安徽,环境保护,创业板,HQHB,20210120,安徽工业大学,大学,L
300703.SZ,300703,创源股份,浙江,文教休闲,创业板,CYGF,20170919,宁波市人民政府国有资产监督管理委员会,地方国有企业,L
002909.SZ,002909,集泰股份,广东,化工原料,主板,JTGF,20171026,邹榛夫,民营企业,L
603286.SH,603286,日盈电子,江苏,汽车配件,主板,RYDZ,20170627,是蓉珠,民营企业,L
603329.SH,603329,上海雅仕,上海,仓储物流,主板,SHYS,20171229,湖北省人民政府国有资产监督管理委员会,地方国有企业,L
603809.SH,603809,豪能股份,四川,汽车配件,主板,HNGF,20171128,向朝东,民营企业,L
601162.SH,601162,天风证券,湖北,证券,主板,TFZQ,20181019,湖北省财政厅,地方国有企业,L
001979.SZ,001979,招商蛇口,深圳,全国地产,主板,ZSSK,20151230,国务院国有资产监督管理委员会,中央企业,L
300666.SZ,300666,江丰电子,浙江,半导体,创业板,JFDZ,20170615,姚力军,民营企业,L
300660.SZ,300660,江苏雷利,江苏,电气设备,创业板,JSLL,20170602,苏达,民营企业,L
300667.SZ,300667,必创科技,北京,电器仪表,创业板,BCKJ,20170619,代啸宁,民营企业,L
300655.SZ,300655,晶瑞电材,江苏,半导体,创业板,JRDC,20170523,罗培楠,外资,L
603757.SH,603757,大元泵业,浙江,机械基件,主板,DYBY,20170711,韩元富,民营企业,L
002827.SZ,002827,高争民爆,西藏,化工原料,主板,GZMB,20161209,西藏自治区人民政府国有资产监督管理委员会,地方国有企业,L
603326.SH,603326,我乐家居,江苏,家居用品,主板,WLJJ,20170616,NINA YANTI MIAO,外资,L
603980.SH,603980,吉华集团,浙江,染料涂料,主板,JHJT,20170615,邵伯金,民营企业,L
603813.SH,603813,*ST原尚,广东,公路,主板,*STYS,20170918,余军,民营企业,L
603458.SH,603458,勘设股份,贵州,建筑工程,主板,KSGF,20170809,无实际控制人,其他,L
603260.SH,603260,合盛硅业,浙江,化工原料,主板,HSGY,20171030,罗立国,民营企业,L
601619.SH,601619,嘉泽新能,宁夏,新型电力,主板,JZXN,20170720,陈波,民营企业,L
002890.SZ,002890,弘宇股份,山东,农用机械,主板,HYGF,20170802,辛军,民营企业,L
601949.SH,601949,中国出版,北京,出版业,主板,ZGCB,20170821,中国出版集团有限公司,中央企业,L
603617.SH,603617,君禾股份,浙江,机械基件,主板,JHGF,20170703,张阿华,民营企业,L
003006.SZ,003006,百亚股份,重庆,造纸,主板,BYGF,20200921,冯永林,民营企业,L
603882.SH,603882,金域医学,广东,医疗保健,主板,JYYX,20170908,梁耀铭,民营企业,L
002826.SZ,002826,易明医药,西藏,化学制药,主板,YMYY,20161209,姚劲波,民营企业,L
300817.SZ,300817,双飞集团,浙江,机械基件,创业板,SFJT,20200218,周引春,民营企业,L
300656.SZ,300656,民德电子,深圳,IT设备,创业板,MDDZ,20170519,许香灿,民营企业,L
603136.SH,603136,天目湖,江苏,旅游景点,主板,TMH,20170927,溧阳市人民政府,地方国有企业,L
300671.SZ,300671,富满微,深圳,半导体,创业板,FMW,20170705,刘景裕,外资,L
300791.SZ,300791,仙乐健康,广东,医疗保健,创业板,XLJK,20190925,林培青,民营企业,L
603801.SH,603801,志邦家居,安徽,家居用品,主板,ZBJJ,20170630,孙志勇,民营企业,L
002888.SZ,002888,惠威科技,广东,元器件,主板,HWKJ,20170721,HONGBO YAO,外资,L
300888.SZ,300888,稳健医疗,深圳,医疗保健,创业板,WJYL,20200917,李建全,民营企业,L
002885.SZ,002885,京泉华,深圳,元器件,主板,JQH,20170627,张立品,民营企业,L
603707.SH,603707,健友股份,江苏,生物制药,主板,JYGF,20170719,唐咏群,外资,L
600918.SH,600918,中泰证券,山东,证券,主板,ZTZQ,20200603,山东省人民政府国有资产监督管理委员会,地方国有企业,L
300693.SZ,300693,盛弘股份,深圳,电气设备,创业板,SHGF,20170822,方兴,民营企业,L
300640.SZ,300640,德艺文创,福建,家居用品,创业板,DYWC,20170417,吴体芳,民营企业,L
300761.SZ,300761,立华股份,江苏,农业综合,创业板,LHGF,20190218,程立力,民营企业,L
300706.SZ,300706,阿石创,福建,元器件,创业板,ASC,20170926,陈钦忠,民营企业,L
603380.SH,603380,易德龙,江苏,元器件,主板,YDL,20170622,钱新栋,民营企业,L
002881.SZ,002881,美格智能,深圳,元器件,主板,MGZN,20170622,王平,民营企业,L
002898.SZ,002898,*ST赛隆,广东,化学制药,主板,*STSL,20170912,无实际控制人,其他,L
603922.SH,603922,金鸿顺,江苏,汽车配件,主板,JHS,20171023,刘栩,民营企业,L
603305.SH,603305,旭升集团,浙江,汽车配件,主板,XSJT,20170710,徐旭东,民营企业,L
300681.SZ,300681,英搏尔,广东,汽车配件,创业板,YBE,20170725,姜桂宾,民营企业,L
603595.SH,603595,ST东尼,浙江,元器件,主板,STDN,20170712,沈新芳,民营企业,L
603129.SH,603129,春风动力,浙江,摩托车,主板,CFDL,20170818,赖国贵,民营企业,L
300688.SZ,300688,创业黑马,北京,文教休闲,创业板,CYHM,20170810,牛文文,民营企业,L
300677.SZ,300677,英科医疗,山东,医疗保健,创业板,YKYL,20170721,刘方毅,民营企业,L
300712.SZ,300712,永福股份,福建,建筑工程,创业板,YFGF,20171031,林一文,民营企业,L
002891.SZ,002891,中宠股份,山东,饲料,主板,ZCGF,20170821,郝忠礼,民营企业,L
603365.SH,603365,水星家纺,上海,纺织,主板,SXJF,20171120,李裕陆,民营企业,L
603106.SH,603106,恒银科技,天津,IT设备,主板,HYKJ,20170920,江浩然,民营企业,L
300668.SZ,300668,杰恩设计,深圳,装修装饰,创业板,JESJ,20170619,高汴京,民营企业,L
301503.SZ,301503,智迪科技,广东,IT设备,创业板,ZDKJ,20230717,谢伟明,民营企业,L
300691.SZ,300691,联合光电,广东,元器件,创业板,LHGD,20170811,龚俊强,民营企业,L
300672.SZ,300672,国科微,湖南,半导体,创业板,GKW,20170712,向平,民营企业,L
300669.SZ,300669,沪宁股份,浙江,运输设备,创业板,HNGF,20170629,邹家春,民营企业,L
600901.SH,600901,江苏金租,江苏,多元金融,主板,JSJZ,20180301,江苏省政府国有资产监督管理委员会,地方国有企业,L
002897.SZ,002897,意华股份,浙江,元器件,主板,YHGF,20170907,无实际控制人,其他,L
603500.SH,603500,祥和实业,浙江,运输设备,主板,XHSY,20170904,汤友钱,民营企业,L
002895.SZ,002895,川恒股份,贵州,化工原料,主板,CHGF,20170825,李光明,民营企业,L
002901.SZ,002901,大博医疗,福建,医疗保健,主板,DBYL,20170922,林志雄,民营企业,L
603976.SH,603976,正川股份,重庆,医疗保健,主板,ZCGF,20170822,邓勇,民营企业,L
300683.SZ,300683,海特生物,湖北,生物制药,创业板,HTSW,20170808,陈亚,外资,L
001218.SZ,001218,丽臣实业,湖南,化工原料,主板,LCSY,20211015,贾齐正,民营企业,L
603386.SH,603386,骏亚科技,广东,元器件,主板,JYKJ,20170912,叶晓彬,外资,L
603605.SH,603605,珀莱雅,浙江,日用化工,主板,PLY,20171115,侯军呈,民营企业,L
603557.SH,603557,ST起步,浙江,服饰,主板,STQB,20170818,陈丽红,民营企业,L
603183.SH,603183,建研院,江苏,建筑工程,主板,JYY,20170905,吴小翔,民营企业,L
603363.SH,603363,傲农生物,福建,饲料,主板,ANSW,20170926,无实际控制人,其他,L
603181.SH,603181,皇马科技,浙江,化工原料,主板,HMKJ,20170824,王伟松,民营企业,L
603321.SH,603321,梅轮电梯,浙江,运输设备,主板,MLDT,20170915,钱雪林,民营企业,L
300687.SZ,300687,赛意信息,广东,软件服务,创业板,SYXX,20170803,张成康,民营企业,L
603076.SH,603076,乐惠国际,浙江,专用机械,主板,LHGJ,20171113,黄粤宁,民营企业,L
300679.SZ,300679,电连技术,深圳,元器件,创业板,DLJS,20170731,陈育宣,民营企业,L
603083.SH,603083,剑桥科技,上海,通信设备,主板,JQKJ,20171110,Gerald G Wong,外资,L
605151.SH,605151,西上海,上海,汽车配件,主板,XSH,20201215,曹抗美,民营企业,L
002892.SZ,002892,科力尔,湖南,电气设备,主板,KLE,20170817,聂鹏举,民营企业,L
002920.SZ,002920,德赛西威,广东,汽车配件,主板,DSXW,20171226,无实际控制人,其他,L
603087.SH,603087,甘李药业,北京,生物制药,主板,GLYY,20200629,甘忠如,民营企业,L
603499.SH,603499,翔港科技,上海,广告包装,主板,XGKJ,20171016,董建军,民营企业,L
300723.SZ,300723,一品红,广东,化学制药,创业板,YPH,20171116,李捍雄,民营企业,L
603659.SH,603659,璞泰来,上海,化工原料,主板,PTL,20171103,梁丰,民营企业,L
603283.SH,603283,赛腾股份,江苏,专用机械,主板,STGF,20171225,孙丰,民营企业,L
603533.SH,603533,掌阅科技,北京,互联网,主板,ZYKJ,20170921,成湘均,民营企业,L
603429.SH,603429,集友股份,安徽,广告包装,主板,JYGF,20170124,徐善水,民营企业,L
300689.SZ,300689,澄天伟业,深圳,通信设备,创业板,CTWY,20170809,冯学裕,民营企业,L
600025.SH,600025,华能水电,云南,水力发电,主板,HNSD,20171215,国务院国有资产监督管理委员会,中央企业,L
002970.SZ,002970,锐明技术,深圳,IT设备,主板,RMJS,20191217,无实际控制人,其他,L
002918.SZ,002918,蒙娜丽莎,广东,陶瓷,主板,MNLS,20171219,萧华,民营企业,L
003033.SZ,003033,征和工业,山东,汽车配件,主板,ZHGY,20210111,金玉谟,民营企业,L
301428.SZ,301428,世纪恒通,贵州,互联网,创业板,SJHT,20230519,杨兴海,民营企业,L
603967.SH,603967,中创物流,山东,仓储物流,主板,ZCWL,20190429,李松青,民营企业,L
603103.SH,603103,横店影视,浙江,影视音像,主板,HDYS,20171012,横店社团经济企业联合会,集体企业,L
603709.SH,603709,中源家居,浙江,家居用品,主板,ZYJJ,20180208,曹勇,民营企业,L
003036.SZ,003036,泰坦股份,浙江,纺织机械,主板,TTGF,20210128,陈其新,民营企业,L
605108.SH,605108,同庆楼,安徽,酒店餐饮,主板,TQL,20200716,沈基水,民营企业,L
601330.SH,601330,绿色动力,深圳,环境保护,主板,LSDL,20180611,北京市国有资产经营有限责任公司,地方国有企业,L
002919.SZ,002919,名臣健康,广东,互联网,主板,MCJK,20171218,陈勤发,民营企业,L
601068.SH,601068,中铝国际,北京,建筑工程,主板,ZLGJ,20180831,国务院国有资产监督管理委员会,中央企业,L
605296.SH,605296,神农集团,云南,农业综合,主板,SNJT,20210528,何祖训,民营企业,L
002921.SZ,002921,联诚精密,山东,汽车配件,主板,LCJM,20171227,郭元强,外资,L
603917.SH,603917,合力科技,浙江,汽车配件,主板,HLKJ,20171204,施良才,民营企业,L
002903.SZ,002903,宇环数控,湖南,机床制造,主板,YHSK,20171013,许世雄,民营企业,L
002899.SZ,002899,英派斯,山东,文教休闲,主板,YPS,20170915,丁利荣,民营企业,L
603214.SH,603214,爱婴室,上海,百货,主板,AYS,20180330,施琼,民营企业,L
002896.SZ,002896,中大力德,浙江,机械基件,主板,ZDLD,20170829,岑国建,民营企业,L
603507.SH,603507,振江股份,江苏,电气设备,主板,ZJGF,20171106,胡震,民营企业,L
603392.SH,603392,万泰生物,北京,生物制药,主板,WTSW,20200429,钟睒睒,民营企业,L
300720.SZ,300720,海川智能,广东,电器仪表,创业板,HCZN,20171106,邓永议,民营企业,L
300696.SZ,300696,爱乐达,四川,航空,创业板,ALD,20170822,冉光文,民营企业,L
300697.SZ,300697,电工合金,江苏,铜,创业板,DGHJ,20170907,厦门市人民政府国有资产监督管理委员会,地方国有企业,L
301333.SZ,301333,诺思格,北京,医疗保健,创业板,NSG,20220802,WU JIE,外资,L
300717.SZ,300717,华信新材,江苏,塑料,创业板,HXXC,20171106,李振斌,民营企业,L
300713.SZ,300713,英可瑞,深圳,电气设备,创业板,YKR,20171101,尹伟,民营企业,L
300692.SZ,300692,中赋科技,安徽,环境保护,创业板,ZFKJ,20170821,刘杨,民营企业,L
300743.SZ,300743,天地数码,浙江,IT设备,创业板,TDSM,20180427,韩琼,民营企业,L
300949.SZ,300949,奥雅股份,深圳,建筑工程,创业板,AYGF,20210226,李宝章,民营企业,L
300878.SZ,300878,维康药业,浙江,中成药,创业板,WKYY,20200824,刘忠良,民营企业,L
301026.SZ,301026,浩通科技,江苏,小金属,创业板,HTKJ,20210716,夏军,民营企业,L
300709.SZ,300709,精研科技,江苏,元器件,创业板,JYKJ,20171019,王明喜,民营企业,L
