ts_code,symbol,name,area,industry,market,cnspell,list_date,act_name,act_ent_type,list_status
600526.SH,600526,菲达环保,浙江,环境保护,主板,FDHB,20020722,浙江省人民政府国有资产监督管理委员会,地方国有企业,L
600527.SH,600527,江南高纤,江苏,化纤,主板,JNGX,20031127,陶冶,民营企业,L
600528.SH,600528,中铁工业,北京,运输设备,主板,ZTGY,20010528,国务院国有资产监督管理委员会,中央企业,L
600529.SH,600529,山东药玻,山东,医疗保健,主板,SDYB,20020603,沂源县财政局,地方国有企业,L
600530.SH,600530,交大昂立,上海,医疗保健,主板,JDAL,20010702,嵇霖,民营企业,L
600531.SH,600531,豫光金铅,河南,铅锌,主板,YGJQ,20020730,济源产城融合示范区财政金融局(济源产城融合示范区国有资产监督管理局),地方国有企业,L
600533.SH,600533,栖霞建设,江苏,区域地产,主板,QXJS,20020328,南京栖霞国资投资集团有限公司,地方国有企业,L
600535.SH,600535,天士力,天津,中成药,主板,TSL,20020823,中国华润有限公司,中央企业,L
600536.SH,600536,中国软件,北京,软件服务,主板,ZGRJ,20020517,国务院国有资产监督管理委员会,中央企业,L
600537.SH,600537,亿晶光电,浙江,电气设备,主板,YJGD,20030123,无实际控制人,其他,L
600538.SH,600538,国发股份,广西,医药商业,主板,GFGF,20030114,朱蓉娟,民营企业,L
600539.SH,600539,狮头股份,山西,互联网,主板,STGF,20010824,吴靓怡,民营企业,L
600540.SH,600540,新赛股份,新疆,种植业,主板,XSGF,20040107,新疆生产建设兵团国有资产监督管理委员会,地方国有企业,L
600543.SH,600543,莫高股份,甘肃,红黄酒,主板,MGGF,20040324,甘肃省人民政府国有资产监督管理委员会,地方国有企业,L
600545.SH,600545,卓郎智能,新疆,纺织机械,主板,ZLZN,20031203,潘雪平,民营企业,L
600546.SH,600546,山煤国际,山西,煤炭开采,主板,SMGJ,20030731,山西省人民政府国有资产监督管理委员会,地方国有企业,L
600547.SH,600547,山东黄金,山东,黄金,主板,SDHJ,20030828,山东省人民政府国有资产监督管理委员会,地方国有企业,L
600548.SH,600548,深高速,深圳,路桥,主板,SGS,20011225,深圳市人民政府国有资产监督管理委员会,地方国有企业,L
600549.SH,600549,厦门钨业,福建,小金属,主板,XMWY,20021107,福建省人民政府国有资产监督管理委员会,地方国有企业,L
600550.SH,600550,保变电气,河北,电气设备,主板,BBDQ,20010228,国务院国有资产监督管理委员会,中央企业,L
600551.SH,600551,时代出版,安徽,出版业,主板,SDCB,20020905,安徽省人民政府,地方国有企业,L
600552.SH,600552,凯盛科技,安徽,元器件,主板,KSKJ,20021108,国务院国有资产监督管理委员会,中央企业,L
600556.SH,600556,天下秀,广西,互联网,主板,TXX,20010807,李檬,民营企业,L
600557.SH,600557,康缘药业,江苏,中成药,主板,KYYY,20020918,肖伟,民营企业,L
600558.SH,600558,大西洋,四川,钢加工,主板,DXY,20010227,自贡市政府国有资产监督管理委员会,地方国有企业,L
600559.SH,600559,老白干酒,河北,白酒,主板,LBGJ,20021029,衡水市财政局,地方国有企业,L
600560.SH,600560,金自天正,北京,电气设备,主板,JZTZ,20020919,国务院国有资产监督管理委员会,中央企业,L
600561.SH,600561,江西长运,江西,公共交通,主板,JXCY,20020716,江西省南昌市人民政府国有资产监督管理委员会,地方国有企业,L
600562.SH,600562,国睿科技,江苏,通信设备,主板,GRKJ,20030128,国务院国有资产监督管理委员会,中央企业,L
600563.SH,600563,法拉电子,福建,元器件,主板,FLDZ,20021210,厦门市法拉发展有限公司,集体企业,L
600566.SH,600566,济川药业,湖北,中成药,主板,JCYY,20010822,曹龙祥,民营企业,L
600567.SH,600567,山鹰国际,安徽,造纸,主板,SYGJ,20011218,吴明武,外资,L
600568.SH,600568,ST中珠,湖北,医疗保健,主板,STZZ,20010518,无实际控制人,其他,L
600569.SH,600569,安阳钢铁,河南,普钢,主板,AYGT,20010820,河南省人民政府国有资产监督管理委员会,地方国有企业,L
600570.SH,600570,恒生电子,浙江,软件服务,主板,HSDZ,20031216,无实际控制人,其他,L
600571.SH,600571,信雅达,浙江,软件服务,主板,XYD,20021101,郭华强,民营企业,L
600572.SH,600572,康恩贝,浙江,中成药,主板,KEB,20040412,浙江省人民政府国有资产监督管理委员会,地方国有企业,L
600573.SH,600573,惠泉啤酒,福建,啤酒,主板,HQPJ,20030226,北京市人民政府,地方国有企业,L
600575.SH,600575,淮河能源,安徽,火力发电,主板,HHNY,20030328,安徽省人民政府国有资产监督管理委员会,地方国有企业,L
600576.SH,600576,祥源文旅,浙江,旅游景点,主板,XYWL,20030220,俞发祥,民营企业,L
600577.SH,600577,精达股份,安徽,电气设备,主板,JDGF,20020911,李光荣,民营企业,L
600578.SH,600578,京能电力,北京,火力发电,主板,JNDL,20020510,北京市人民政府国有资产监督管理委员会,地方国有企业,L
600579.SH,600579,中化装备,山东,化工机械,主板,ZHZB,20020809,国务院国有资产监督管理委员会,中央企业,L
600580.SH,600580,卧龙电驱,浙江,电气设备,主板,WLDQ,20020606,陈建成,民营企业,L
600581.SH,600581,八一钢铁,新疆,普钢,主板,BYGT,20020816,国务院国有资产监督管理委员会,中央企业,L
600582.SH,600582,天地科技,北京,专用机械,主板,TDKJ,20020515,国务院国有资产监督管理委员会,中央企业,L
600583.SH,600583,海油工程,天津,石油开采,主板,HYGC,20020205,国务院国有资产监督管理委员会,中央企业,L
600584.SH,600584,长电科技,江苏,半导体,主板,CDKJ,20030603,国务院国有资产监督管理委员会,中央企业,L
600585.SH,600585,海螺水泥,安徽,水泥,主板,HLSN,20020207,安徽省人民政府国有资产监督管理委员会,地方国有企业,L
600586.SH,600586,金晶科技,山东,玻璃,主板,JJKJ,20020815,丁茂良,民营企业,L
600587.SH,600587,新华医疗,山东,医疗保健,主板,XHYL,20020927,山东省人民政府国有资产监督管理委员会,地方国有企业,L
600588.SH,600588,用友网络,北京,软件服务,主板,YYWL,20010518,王文京,民营企业,L
600589.SH,600589,大位科技,广东,软件服务,主板,DWKJ,20010612,吴境,民营企业,L
600590.SH,600590,泰豪科技,江西,通信设备,主板,THKJ,20020703,无实际控制人,其他,L
600592.SH,600592,龙溪股份,福建,机械基件,主板,LXGF,20020805,漳州市人民政府国有资产监督管理委员会,地方国有企业,L
600593.SH,600593,大连圣亚,辽宁,旅游景点,主板,DLSY,20020711,大连市人民政府国有资产监督管理委员会,地方国有企业,L
600594.SH,600594,益佰制药,贵州,中成药,主板,YBZY,20040323,窦啟玲,民营企业,L
600595.SH,600595,中孚实业,河南,铝,主板,ZFSY,20020626,Maxon Limited,外资,L
600596.SH,600596,新安股份,浙江,化工原料,主板,XAGF,20010906,徐冠巨,民营企业,L
600597.SH,600597,光明乳业,上海,乳制品,主板,GMRY,20020828,上海市国有资产监督管理委员会,地方国有企业,L
600598.SH,600598,北大荒,黑龙江,种植业,主板,BDH,20020329,中华人民共和国农业农村部,中央企业,L
600599.SH,600599,*ST熊猫,湖南,化工原料,主板,*STXM,20010828,赵伟平,民营企业,L
600600.SH,600600,青岛啤酒,山东,啤酒,主板,QDPJ,19930827,青岛市人民政府国有资产监督管理委员会,地方国有企业,L
600601.SH,600601,方正科技,上海,元器件,主板,FZKJ,19901219,珠海市人民政府国有资产监督管理委员会,地方国有企业,L
600602.SH,600602,云赛智联,上海,软件服务,主板,YSZL,19901219,上海市国有资产监督管理委员会,地方国有企业,L
600603.SH,600603,广汇物流,四川,区域地产,主板,GHWL,19920113,孙广信,民营企业,L
600604.SH,600604,市北高新,上海,园区开发,主板,SBGX,19920327,上海市静安区国有资产监督管理委员会(上海市静安区集体资产监督管理委员会),地方国有企业,L
600605.SH,600605,汇通能源,上海,房产服务,主板,HTNY,19920327,黄颖,民营企业,L
600606.SH,600606,绿地控股,上海,全国地产,主板,LDKG,19920327,无实际控制人,其他,L
600608.SH,600608,*ST沪科,上海,商贸代理,主板,*STHK,19920327,云南省昆明市人民政府国有资产监督管理委员会,地方国有企业,L
600609.SH,600609,金杯汽车,辽宁,汽车配件,主板,JBQC,19920724,辽宁省沈阳市人民政府国有资产监督管理委员会,地方国有企业,L
600610.SH,600610,中毅达,贵州,化工原料,主板,ZYD,19920805,信达证券股份有限公司,中央企业,L
600611.SH,600611,大众交通,上海,公共交通,主板,DZJT,19920807,上海大众职工持股会,其他,L
600612.SH,600612,老凤祥,上海,服饰,主板,LFX,19920814,上海市黄浦区国有资产监督管理委员会(上海市黄浦区集体资产监督管理委员会),地方国有企业,L
600613.SH,600613,神奇制药,上海,中成药,主板,SQZY,19920820,文邦英,民营企业,L
600615.SH,600615,鑫源智造,重庆,铝,主板,XYZZ,19920910,龚大兴,民营企业,L
600616.SH,600616,金枫酒业,上海,红黄酒,主板,JFJY,19920929,上海市国有资产监督管理委员会,地方国有企业,L
600617.SH,600617,国新能源,山西,供气供热,主板,GXNY,19921013,山西省人民政府国有资产监督管理委员会,地方国有企业,L
600618.SH,600618,氯碱化工,上海,化工原料,主板,LJHG,19921113,上海市国有资产监督管理委员会,地方国有企业,L
600619.SH,600619,海立股份,上海,家用电器,主板,HLGF,19921116,上海市国有资产监督管理委员会,地方国有企业,L
600620.SH,600620,天宸股份,上海,综合类,主板,TCGF,19921117,叶茂菁,外资,L
600621.SH,600621,华鑫股份,上海,证券,主板,HXGF,19921202,上海市国有资产监督管理委员会,地方国有企业,L
600622.SH,600622,光大嘉宝,上海,区域地产,主板,GDJB,19921203,中央汇金投资有限责任公司,中央企业,L
600623.SH,600623,华谊集团,上海,化工原料,主板,HYJT,19921204,上海市国有资产监督管理委员会,地方国有企业,L
600624.SH,600624,ST复华,上海,化学制药,主板,STFH,19930105,上海市奉贤区人民政府国有资产监督管理委员会,地方国有企业,L
600626.SH,600626,申达股份,上海,汽车配件,主板,SDGF,19930107,上海市国有资产监督管理委员会,地方国有企业,L
600628.SH,600628,新世界,上海,百货,主板,XSJ,19930119,上海市黄浦区国有资产监督管理委员会(上海市黄浦区集体资产监督管理委员会),地方国有企业,L
600629.SH,600629,华建集团,上海,建筑工程,主板,HJJT,19930209,上海市国有资产监督管理委员会,地方国有企业,L
600630.SH,600630,龙头股份,上海,服饰,主板,LTGF,19930209,上海市国有资产监督管理委员会,地方国有企业,L
600633.SH,600633,浙数文化,浙江,互联网,主板,ZSWH,19930304,浙江日报报业集团(浙江日报社),地方国有企业,L
600635.SH,600635,大众公用,上海,供气供热,主板,DZGY,19930304,上海大众职工持股会,其他,L
600636.SH,600636,*ST国化,上海,文教休闲,主板,*STGH,19930316,国务院国有资产监督管理委员会,中央企业,L
600637.SH,600637,东方明珠,上海,影视音像,主板,DFMZ,19930316,上海市国有资产监督管理委员会,地方国有企业,L
600638.SH,600638,新黄浦,上海,区域地产,主板,XHP,19930326,北京国际信托有限公司,地方国有企业,L
600639.SH,600639,浦东金桥,上海,园区开发,主板,PDJQ,19930326,上海市浦东新区国有资产监督管理委员会,地方国有企业,L
600640.SH,600640,国脉文化,上海,影视音像,主板,GMWH,19930407,国务院国有资产监督管理委员会,中央企业,L
600641.SH,600641,先导基电,上海,半导体,主板,XDJD,19930407,朱世会,民营企业,L
600642.SH,600642,申能股份,上海,火力发电,主板,SNGF,19930416,上海市国有资产监督管理委员会,地方国有企业,L
600643.SH,600643,爱建集团,上海,多元金融,主板,AJJT,19930426,王均金,民营企业,L
600644.SH,600644,乐山电力,四川,水力发电,主板,LSDL,19930426,无实际控制人,其他,L
600645.SH,600645,中源协和,天津,医疗保健,主板,ZYXH,19930504,陈春梅,民营企业,L
600648.SH,600648,外高桥,上海,园区开发,主板,WGQ,19930504,上海市浦东新区国有资产监督管理委员会,地方国有企业,L
600649.SH,600649,城投控股,上海,区域地产,主板,CTKG,19930518,上海市国有资产监督管理委员会,地方国有企业,L
600650.SH,600650,锦江在线,上海,公共交通,主板,JJZX,19930607,上海市国有资产监督管理委员会,地方国有企业,L
600651.SH,600651,飞乐音响,上海,电器仪表,主板,FLYX,19901219,上海市国有资产监督管理委员会,地方国有企业,L
600653.SH,600653,申华控股,辽宁,汽车服务,主板,SHKG,19901219,辽宁省沈阳市人民政府国有资产监督管理委员会,地方国有企业,L
600654.SH,600654,中安科,湖北,仓储物流,主板,ZAK,19901219,涂国身,民营企业,L
600655.SH,600655,豫园股份,上海,百货,主板,YYGF,19920902,郭广昌,民营企业,L
600657.SH,600657,信达地产,北京,全国地产,主板,XDDC,19930524,中央汇金投资有限责任公司,中央企业,L
600658.SH,600658,电子城,北京,园区开发,主板,DZC,19930524,北京市人民政府国有资产监督管理委员会,地方国有企业,L
600660.SH,600660,福耀玻璃,福建,汽车配件,主板,FYBL,19930610,曹德旺,外资,L
600661.SH,600661,昂立教育,上海,文教休闲,主板,ALJY,19930614,周传有,民营企业,L
600662.SH,600662,外服控股,上海,文教休闲,主板,WFKG,19930614,东浩兰生(集团)有限公司,地方国有企业,L
600663.SH,600663,陆家嘴,上海,园区开发,主板,LJZ,19930628,上海市浦东新区国有资产监督管理委员会,地方国有企业,L
600664.SH,600664,哈药股份,黑龙江,化学制药,主板,HYGF,19930629,无实际控制人,其他,L
600665.SH,600665,天地源,陕西,全国地产,主板,TDY,19930709,西安高新技术产业开发区管理委员会,地方国有企业,L
600666.SH,600666,奥瑞德,黑龙江,元器件,主板,ARD,19930712,无实际控制人,其他,L
600667.SH,600667,太极实业,江苏,半导体,主板,TJSY,19930728,无锡市人民政府国有资产监督管理委员会,地方国有企业,L
600668.SH,600668,尖峰集团,浙江,水泥,主板,JFJT,19930728,金华市人民政府国有资产监督管理委员会,地方国有企业,L
600671.SH,600671,天目药业,浙江,中成药,主板,TMYY,19930823,青岛市崂山区财政局,地方国有企业,L
600673.SH,600673,东阳光,广东,综合类,主板,DYG,19930917,郭梅兰,民营企业,L
600674.SH,600674,川投能源,四川,水力发电,主板,CTNY,19930924,四川省政府国有资产监督管理委员会,地方国有企业,L
600675.SH,600675,中华企业,上海,区域地产,主板,ZHQY,19930924,上海市国有资产监督管理委员会,地方国有企业,L
600676.SH,600676,交运股份,上海,汽车配件,主板,JYGF,19930928,上海市国有资产监督管理委员会,地方国有企业,L
600678.SH,600678,四川金顶,四川,水泥,主板,SCJD,19931008,洛阳市人民政府办公室,地方国有企业,L
600679.SH,600679,上海凤凰,上海,文教休闲,主板,SHFH,19931008,上海市国有资产监督管理委员会,地方国有企业,L
600681.SH,600681,百川能源,湖北,供气供热,主板,BCNY,19931018,王东海,民营企业,L
600682.SH,600682,南京新百,江苏,生物制药,主板,NJXB,19931018,袁亚非,民营企业,L
600683.SH,600683,京投发展,浙江,区域地产,主板,JTFZ,19931025,北京市人民政府国有资产监督管理委员会,地方国有企业,L
600684.SH,600684,珠江股份,广东,区域地产,主板,ZJGF,19931028,广州市人民政府国有资产监督管理委员会,地方国有企业,L
600685.SH,600685,中船防务,广东,船舶,主板,ZCFW,19931028,国务院国有资产监督管理委员会,中央企业,L
600686.SH,600686,金龙汽车,福建,汽车整车,主板,JLQC,19931108,福建省人民政府国有资产监督管理委员会,地方国有企业,L
600688.SH,600688,上海石化,上海,石油加工,主板,SHSH,19931108,国务院国有资产监督管理委员会,中央企业,L
600689.SH,600689,上海三毛,上海,综合类,主板,SHSM,19931108,重庆市国有资产监督管理委员会,地方国有企业,L
600690.SH,600690,海尔智家,山东,家用电器,主板,HEZJ,19931119,海尔集团公司,集体企业,L
600691.SH,600691,潞化科技,山西,农药化肥,主板,LHKJ,19931119,山西省人民政府国有资产监督管理委员会,地方国有企业,L
600692.SH,600692,亚通股份,上海,区域地产,主板,YTGF,19931119,上海市崇明区人民政府国有资产监督管理委员会,地方国有企业,L
600693.SH,600693,东百集团,福建,百货,主板,DBJT,19931122,施文义,外资,L
600694.SH,600694,大商股份,辽宁,百货,主板,DSGF,19931122,牛钢,民营企业,L
600696.SH,600696,*ST岩石,上海,白酒,主板,*STYS,19931206,韩啸,民营企业,L
600697.SH,600697,欧亚集团,吉林,百货,主板,OYJT,19931206,长春市人民政府国有资产监督管理委员会,地方国有企业,L
600698.SH,600698,湖南天雁,湖南,汽车配件,主板,HNTY,19931206,国务院国有资产监督管理委员会,中央企业,L
600699.SH,600699,均胜电子,浙江,汽车配件,主板,JSDZ,19931206,王剑峰,民营企业,L
600702.SH,600702,舍得酒业,四川,白酒,主板,SDJY,19960524,郭广昌,民营企业,L
600703.SH,600703,三安光电,湖北,半导体,主板,SAGD,19960528,林秀成,民营企业,L
600704.SH,600704,物产中大,浙江,仓储物流,主板,WCZD,19960606,浙江省人民政府国有资产监督管理委员会,地方国有企业,L
600706.SH,600706,曲江文旅,陕西,旅游景点,主板,QJWL,19960516,西安曲江新区管理委员会,地方国有企业,L
600707.SH,600707,彩虹股份,陕西,元器件,主板,CHGF,19960520,咸阳市国有资产监督管理委员会,地方国有企业,L
600708.SH,600708,光明地产,上海,全国地产,主板,GMDC,19960606,上海市国有资产监督管理委员会,地方国有企业,L
600710.SH,600710,苏美达,江苏,商贸代理,主板,SMD,19960701,中国机械工业集团有限公司,中央企业,L
600711.SH,600711,盛屯矿业,福建,小金属,主板,STKY,19960531,姚雄杰,民营企业,L
600712.SH,600712,南宁百货,广西,百货,主板,NNBH,19960626,广西壮族自治区南宁市人民政府国有资产监督管理委员会,地方国有企业,L
600713.SH,600713,南京医药,江苏,医药商业,主板,NJYY,19960701,南京市人民政府国有资产监督管理委员会,地方国有企业,L
600714.SH,600714,金瑞矿业,青海,化工原料,主板,JRKY,19960606,无实际控制人,其他,L
600715.SH,600715,文投控股,北京,影视音像,主板,WTKG,19960701,首都文化科技集团有限公司,地方国有企业,L
600716.SH,600716,凤凰股份,江苏,区域地产,主板,FHGF,19960702,江苏省人民政府,地方国有企业,L
600717.SH,600717,天津港,天津,港口,主板,TJG,19960614,天津市人民政府国有资产监督管理委员会,地方国有企业,L
600718.SH,600718,东软集团,辽宁,软件服务,主板,DRJT,19960618,无实际控制人,其他,L
600719.SH,600719,大连热电,辽宁,供气供热,主板,DLRD,19960716,大连市人民政府国有资产监督管理委员会,地方国有企业,L
600720.SH,600720,中交设计,甘肃,建筑工程,主板,ZJSJ,19960716,中国交通建设集团有限公司,中央企业,L
600721.SH,600721,百花医药,新疆,生物制药,主板,BHYY,19960626,米在齐,民营企业,L
600722.SH,600722,金牛化工,河北,化工原料,主板,JNHG,19960626,河北省人民政府国有资产监督管理委员会,地方国有企业,L
600724.SH,600724,宁波富达,浙江,综合类,主板,NBFD,19960716,宁波市人民政府国有资产监督管理委员会,地方国有企业,L
600725.SH,600725,云维股份,云南,商贸代理,主板,YWGF,19960702,云南省人民政府国有资产监督管理委员会,地方国有企业,L
600726.SH,600726,华电能源,黑龙江,火力发电,主板,HDNY,19960701,国务院国有资产监督管理委员会,中央企业,L
600727.SH,600727,鲁北化工,山东,化工原料,主板,LBHG,19960702,无棣县财政局,地方国有企业,L
600728.SH,600728,佳都科技,广东,软件服务,主板,JDKJ,19960716,刘伟,民营企业,L
600729.SH,600729,重庆百货,重庆,百货,主板,CQBH,19960702,无实际控制人,其他,L
600730.SH,600730,中国高科,北京,文教休闲,主板,ZGGK,19960726,无实际控制人,其他,L
600731.SH,600731,湖南海利,湖南,农药化肥,主板,HNHL,19960802,湖南省人民政府国有资产监督管理委员会,地方国有企业,L
600732.SH,600732,爱旭股份,上海,电气设备,主板,AXGF,19960816,陈刚,民营企业,L
600733.SH,600733,北汽蓝谷,北京,汽车整车,主板,BQLG,19960816,北京市人民政府国有资产监督管理委员会,地方国有企业,L
600734.SH,600734,实达集团,福建,软件服务,主板,SDJT,19960808,福建省人民政府国有资产监督管理委员会,地方国有企业,L
600735.SH,600735,ST新华锦,山东,服饰,主板,STXHJ,19960726,张建华,民营企业,L
600736.SH,600736,苏州高新,江苏,园区开发,主板,SZGX,19960815,苏州国家高新技术产业开发区管理委员会(苏州市虎丘区人民政府),地方国有企业,L
600737.SH,600737,中粮糖业,新疆,食品,主板,ZLTY,19960731,国务院国有资产监督管理委员会,中央企业,L
600738.SH,600738,丽尚国潮,甘肃,百货,主板,LSGC,19960802,丽水生态产业集聚区管理委员会(丽水经济技术开发区管理委员会),地方国有企业,L
600739.SH,600739,辽宁成大,辽宁,生物制药,主板,LNCD,19960819,无实际控制人,其他,L
600740.SH,600740,山西焦化,山西,焦炭加工,主板,SXJH,19960808,山西省人民政府国有资产监督管理委员会,地方国有企业,L
600741.SH,600741,华域汽车,上海,汽车配件,主板,HYQC,19960826,上海市国有资产监督管理委员会,地方国有企业,L
600742.SH,600742,XD富维股,吉林,汽车配件,主板,FWGF,19960826,吉林省人民政府国有资产监督管理委员会,地方国有企业,L
600743.SH,600743,华远控股,北京,区域地产,主板,HYKG,19960909,北京市西城区人民政府国有资产监督管理委员会,地方国有企业,L
600744.SH,600744,华银电力,湖南,火力发电,主板,HYDL,19960905,国务院国有资产监督管理委员会,中央企业,L
600745.SH,600745,闻泰科技,湖北,半导体,主板,WTKJ,19960828,张学政,民营企业,L
600746.SH,600746,江苏索普,江苏,化工原料,主板,JSSP,19960918,江苏省镇江市人民政府国有资产监督管理委员会,地方国有企业,L
600748.SH,600748,上实发展,上海,全国地产,主板,SSFZ,19960925,上海市国有资产监督管理委员会,地方国有企业,L
600749.SH,600749,西藏旅游,西藏,旅游景点,主板,XZLY,19961015,王玉锁,民营企业,L
600750.SH,600750,江中药业,江西,中成药,主板,JZYY,19960923,国务院国有资产监督管理委员会,中央企业,L
600751.SH,600751,海航科技,天津,水运,主板,HHKJ,19960909,无实际控制人,其他,L
600753.SH,600753,*ST海钦,福建,商贸代理,主板,*STHQ,19960927,钟仁海,民营企业,L
600754.SH,600754,锦江酒店,上海,酒店餐饮,主板,JJJD,19961011,上海市国有资产监督管理委员会,地方国有企业,L
600755.SH,600755,厦门国贸,福建,仓储物流,主板,XMGM,19961003,厦门市人民政府国有资产监督管理委员会,地方国有企业,L
600756.SH,600756,浪潮软件,山东,软件服务,主板,LCRJ,19960923,山东省人民政府国有资产监督管理委员会,地方国有企业,L
600757.SH,600757,长江传媒,湖北,出版业,主板,CJCM,19961003,湖北省国有文化资产监督管理与产业发展领导小组办公室,地方国有企业,L
600758.SH,600758,辽宁能源,辽宁,煤炭开采,主板,LNNY,19961029,辽宁省人民政府国有资产监督管理委员会,地方国有企业,L
600759.SH,600759,洲际油气,海南,石油开采,主板,ZJYQ,19961008,HUI Ling(许玲),民营企业,L
600760.SH,600760,中航沈飞,山东,航空,主板,ZHSF,19961011,国务院国有资产监督管理委员会,中央企业,L
600761.SH,600761,安徽合力,安徽,工程机械,主板,AHHL,19961009,安徽省人民政府国有资产监督管理委员会,地方国有企业,L
600763.SH,600763,通策医疗,浙江,医疗保健,主板,TCYL,19961030,吕建明,外资,L
600764.SH,600764,中国海防,北京,船舶,主板,ZGHF,19961104,国务院国有资产监督管理委员会,中央企业,L
600765.SH,600765,中航重机,贵州,航空,主板,ZHZJ,19961106,中国航空工业集团有限公司,中央企业,L
600768.SH,600768,宁波富邦,浙江,铝,主板,NBFB,19961111,宋汉平,民营企业,L
600769.SH,600769,祥龙电业,湖北,水务,主板,XLDY,19961101,武汉东湖新技术开发区管理委员会,地方国有企业,L
600770.SH,600770,综艺股份,江苏,综合类,主板,ZYGF,19961120,昝圣达,民营企业,L
600771.SH,600771,广誉远,山西,中成药,主板,GYY,19961105,山西省人民政府国有资产监督管理委员会,地方国有企业,L
600773.SH,600773,西藏城投,西藏,区域地产,主板,XZCT,19961108,上海市静安区国有资产监督管理委员会(上海市静安区集体资产监督管理委员会),地方国有企业,L
600774.SH,600774,汉商集团,湖北,化学制药,主板,HSJT,19961108,阎志,民营企业,L
600775.SH,600775,南京熊猫,江苏,通信设备,主板,NJXM,19961118,国务院国有资产监督管理委员会,中央企业,L
600776.SH,600776,东方通信,浙江,通信设备,主板,DFTX,19961126,国务院国有资产监督管理委员会,中央企业,L
600777.SH,600777,*ST新潮,山东,石油开采,主板,*STXC,19961121,无实际控制人,其他,L
600778.SH,600778,友好集团,新疆,百货,主板,YHJT,19961203,牛钢,民营企业,L
600779.SH,600779,水井坊,四川,白酒,主板,SJF,19961206,Diageo Plc,外资,L
600780.SH,600780,通宝能源,山西,火力发电,主板,TBNY,19961205,山西省人民政府国有资产监督管理委员会,地方国有企业,L
600782.SH,600782,新钢股份,江西,普钢,主板,XGGF,19961225,国务院国有资产监督管理委员会,中央企业,L
600783.SH,600783,鲁信创投,山东,专用机械,主板,LXCT,19961225,山东省人民政府,地方国有企业,L
600784.SH,600784,鲁银投资,山东,综合类,主板,LYTZ,19961225,山东省人民政府国有资产监督管理委员会,地方国有企业,L
600785.SH,600785,新华百货,宁夏,百货,主板,XHBH,19970108,张文中,民营企业,L
600787.SH,600787,中储股份,天津,仓储物流,主板,ZCGF,19970121,国务院国有资产监督管理委员会,中央企业,L
600789.SH,600789,鲁抗医药,山东,化学制药,主板,LKYY,19970226,山东省人民政府国有资产监督管理委员会,地方国有企业,L
600790.SH,600790,轻纺城,浙江,商品城,主板,QFC,19970228,绍兴县人民政府,地方国有企业,L
600791.SH,600791,京能置业,北京,全国地产,主板,JNZY,19970130,北京市人民政府国有资产监督管理委员会,地方国有企业,L
600792.SH,600792,云煤能源,云南,焦炭加工,主板,YMNY,19970123,云南省人民政府国有资产监督管理委员会,地方国有企业,L
600793.SH,600793,宜宾纸业,四川,造纸,主板,YBZY,19970220,四川省宜宾市人民政府国有资产监督管理委员会,地方国有企业,L
600794.SH,600794,保税科技,江苏,仓储物流,主板,BSKJ,19970306,张家港保税区管委会,地方国有企业,L
600795.SH,600795,国电电力,辽宁,火力发电,主板,GDDL,19970318,国务院国有资产监督管理委员会,中央企业,L
600796.SH,600796,钱江生化,浙江,环境保护,主板,QJSH,19970408,浙江省嘉兴市海宁市人民政府国有资产监督管理委员会,地方国有企业,L
600797.SH,600797,浙大网新,浙江,软件服务,主板,ZDWX,19970418,无实际控制人,其他,L
600798.SH,600798,宁波海运,浙江,水运,主板,NBHY,19970423,浙江省人民政府国有资产监督管理委员会,地方国有企业,L
600800.SH,600800,渤海化学,天津,化工原料,主板,BHHX,19931206,天津市人民政府国有资产监督管理委员会,地方国有企业,L
600801.SH,600801,华新建材,湖北,水泥,主板,HXJC,19940103,Holcim Ltd.,外资,L
600802.SH,600802,福建水泥,福建,水泥,主板,FJSN,19940103,福建省人民政府国有资产监督管理委员会,地方国有企业,L
600803.SH,600803,新奥股份,河北,供气供热,主板,XAGF,19940103,王玉锁,民营企业,L
600805.SH,600805,悦达投资,江苏,综合类,主板,YDTZ,19940103,江苏省盐城市人民政府国有资产监督管理委员会,地方国有企业,L
600807.SH,600807,济高发展,山东,医疗保健,主板,JGFZ,19940103,山东省济南市高新技术产业开发区人民政府国有资产监督管理委员会,地方国有企业,L
600808.SH,600808,马钢股份,安徽,普钢,主板,MGGF,19940106,国务院国有资产监督管理委员会,中央企业,L
600809.SH,600809,山西汾酒,山西,白酒,主板,SXFJ,19940106,山西省人民政府国有资产监督管理委员会,地方国有企业,L
600810.SH,600810,神马股份,河南,化纤,主板,SMGF,19940106,河南省人民政府国有资产监督管理委员会,地方国有企业,L
600812.SH,600812,华北制药,河北,化学制药,主板,HBZY,19940114,河北省人民政府国有资产监督管理委员会,地方国有企业,L
600814.SH,600814,杭州解百,浙江,百货,主板,HZJB,19940114,杭州市人民政府国有资产监督管理委员会,地方国有企业,L
600815.SH,600815,厦工股份,福建,工程机械,主板,XGGF,19940128,厦门市人民政府国有资产监督管理委员会,地方国有企业,L
600816.SH,600816,建元信托,上海,多元金融,主板,JYXT,19940128,无实际控制人,其他,L
600817.SH,600817,宇通重工,河南,专用机械,主板,YTZG,19940128,汤玉祥,民营企业,L
600818.SH,600818,中路股份,上海,文教休闲,主板,ZLGF,19940128,陈荣,民营企业,L
