date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2020-01-22,sz.000006,5.2400,5.2700,5.1700,5.2600,5.2400,7582895,39634716.1300,3,0.562400,1,0.381700,8.804663,1.111915,1.905091,4.323233,0
2020-01-23,sz.000006,5.2300,5.2300,5.0400,5.0800,5.2600,13235710,67834760.5200,3,0.981700,1,-3.422100,8.503363,1.073865,1.839898,4.175290,0
2020-02-03,sz.000006,4.5700,4.5700,4.5700,4.5700,5.0800,3826300,17486191.0000,3,0.283800,1,-10.039400,7.649679,0.966055,1.655184,3.756117,0
2020-02-04,sz.000006,4.2100,4.5200,4.2100,4.4400,4.5700,15338333,67924347.9900,3,1.137600,1,-2.844600,7.432073,0.938575,1.608100,3.649269,0
2020-02-05,sz.000006,4.4500,4.6100,4.4200,4.5000,4.4400,11101151,50130040.5700,3,0.823300,1,1.351400,7.532507,0.951258,1.629831,3.698583,0
2020-02-06,sz.000006,4.5300,4.5700,4.4400,4.5600,4.5000,9227438,41680544.8600,3,0.684400,1,1.333300,7.632940,0.963942,1.651562,3.747898,0
2020-02-07,sz.000006,4.5700,4.5800,4.4600,4.5200,4.5600,11467952,51626397.1800,3,0.850500,1,-0.877200,7.565985,0.955486,1.637075,3.715022,0
2020-02-10,sz.000006,4.4700,4.6000,4.4500,4.5900,4.5200,9848852,44806847.7400,3,0.730500,1,1.548700,7.683157,0.970283,1.662428,3.772555,0
2020-02-11,sz.000006,4.5800,4.7400,4.5800,4.6600,4.5900,14138711,66000391.2700,3,1.048600,1,1.525000,7.800329,0.985081,1.687781,3.830089,0
2020-02-12,sz.000006,4.6700,4.7000,4.6000,4.6700,4.6600,8535142,39676735.5100,3,0.633000,1,0.214600,7.817068,0.987194,1.691402,3.838308,0
2020-02-13,sz.000006,4.6900,4.7800,4.6100,4.6600,4.6700,9605445,45089536.0700,3,0.712400,1,-0.214100,7.800329,0.985081,1.687781,3.830089,0
2020-02-14,sz.000006,4.6600,4.7400,4.6200,4.7200,4.6600,9298682,43552076.4100,3,0.689700,1,1.287600,7.900763,0.997764,1.709512,3.879403,0
2020-02-17,sz.000006,4.7100,4.8500,4.7000,4.8400,4.7200,12388903,59233568.1100,3,0.918800,1,2.542400,8.101630,1.023131,1.752974,3.978032,0
2020-02-18,sz.000006,4.8200,4.8800,4.7800,4.8100,4.8400,10174147,48939037.5900,3,0.754600,1,-0.619800,8.051413,1.016789,1.742108,3.953375,0
2020-02-19,sz.000006,4.8200,4.9200,4.7900,4.8400,4.8100,12299811,59758927.4700,3,0.912200,1,0.623700,8.101630,1.023131,1.752974,3.978032,0
2020-02-20,sz.000006,4.8400,4.9000,4.8000,4.8800,4.8400,10673332,51801721.6800,3,0.791600,1,0.826400,8.168585,1.031587,1.767461,4.010908,0
2020-02-21,sz.000006,4.8500,4.9300,4.8300,4.8900,4.8800,10850429,52946623.0500,3,0.804700,1,0.204900,8.185324,1.033700,1.771083,4.019127,0
2020-02-24,sz.000006,4.8300,4.8700,4.7600,4.8200,4.8900,14435632,69508252.9000,3,1.070600,1,-1.431500,8.068152,1.018903,1.745730,3.961594,0
2020-02-25,sz.000006,4.7500,4.7800,4.6200,4.7400,4.8200,15398590,72623133.2800,3,1.142100,1,-1.659800,7.934240,1.001992,1.716755,3.895841,0
2020-02-26,sz.000006,4.6600,4.9700,4.6600,4.8400,4.7400,22428521,108985326.7200,3,1.663500,1,2.109700,8.101630,1.023131,1.752974,3.978032,0
2020-02-27,sz.000006,4.8600,4.9000,4.7500,4.7900,4.8400,11283448,54418370.3200,3,0.836900,1,-1.033100,8.017935,1.012561,1.734865,3.936937,0
2020-02-28,sz.000006,4.7000,4.7900,4.5800,4.6300,4.7900,13928166,65017802.6900,3,1.033000,1,-3.340300,7.750113,0.978739,1.676915,3.805431,0
2020-03-02,sz.000006,4.6300,4.8600,4.6300,4.8200,4.6300,15352044,73647400.5300,3,1.138600,1,4.103700,8.068152,1.018903,1.745730,3.961594,0
2020-03-03,sz.000006,4.8800,5.1900,4.7800,5.0600,4.8200,26990064,132530415.8400,3,2.001800,1,4.979200,8.469885,1.069637,1.832654,4.158852,0
2020-03-04,sz.000006,5.0600,5.2000,4.8900,5.1000,5.0600,38718013,194820388.5800,3,2.871600,1,0.790500,8.536841,1.078092,1.847142,4.191728,0
2020-03-05,sz.000006,5.0000,5.1300,4.9800,5.0900,5.1000,25286677,128199070.1300,3,1.875400,1,-0.196100,8.520102,1.075979,1.843520,4.183509,0
2020-03-06,sz.000006,5.0500,5.0600,4.9400,4.9500,5.0900,15990083,79629365.0200,3,1.185900,1,-2.750500,8.285757,1.046384,1.792814,4.068442,0
2020-03-09,sz.000006,4.8800,4.9100,4.7900,4.8000,4.9500,15635343,75672373.8200,3,1.159600,1,-3.030300,8.034674,1.014675,1.738486,3.945156,0
2020-03-10,sz.000006,4.7400,4.9000,4.7100,4.8500,4.8000,15399426,74138170.4200,3,1.142100,1,1.041700,8.118368,1.025245,1.756596,3.986251,0
2020-03-11,sz.000006,4.8800,4.9400,4.8100,4.8800,4.8500,15559490,75928319.9200,3,1.154000,1,0.618600,8.168585,1.031587,1.767461,4.010908,0
2020-03-12,sz.000006,4.8300,4.8300,4.7400,4.7700,4.8800,11493675,54974257.7700,3,0.852500,1,-2.254100,7.984457,1.008334,1.727621,3.920498,0
2020-03-13,sz.000006,4.5100,4.8100,4.5100,4.7800,4.7700,16732683,77999123.4800,3,1.241000,1,0.209600,8.001196,1.010447,1.731243,3.928718,0
2020-03-16,sz.000006,4.8500,5.0300,4.7100,4.7500,4.7800,25146427,122778381.4800,3,1.865000,1,-0.627600,7.950979,1.004106,1.720377,3.904060,0
2020-03-17,sz.000006,4.7400,4.8500,4.6000,4.6800,4.7500,15815748,74351113.1900,3,1.173000,1,-1.473700,7.833807,0.989308,1.695024,3.846527,0
2020-03-18,sz.000006,4.7000,4.7800,4.5600,4.5700,4.6800,13066284,61166085.9600,3,0.969100,1,-2.350400,7.649679,0.966055,1.655184,3.756117,0
2020-03-19,sz.000006,4.5500,4.6300,4.4600,4.5700,4.5700,10072335,45746708.1400,3,0.747000,1,0.000000,7.649679,0.966055,1.655184,3.756117,0
2020-03-20,sz.000006,4.6200,4.6500,4.5600,4.6200,4.5700,8633651,39715003.2200,3,0.640300,1,1.094100,7.733374,0.976625,1.673293,3.797212,0
2020-03-23,sz.000006,4.5100,4.5700,4.4200,4.4500,4.6200,9029640,40588595.9600,3,0.669700,1,-3.679700,7.448812,0.940689,1.611722,3.657488,0
2020-03-24,sz.000006,4.4900,4.5700,4.4500,4.5200,4.4500,9182141,41527344.5500,3,0.681000,1,1.573000,7.565985,0.955486,1.637075,3.715022,0
2020-03-25,sz.000006,4.6000,4.6900,4.5100,4.6300,4.5200,14964092,68692168.6200,3,1.109800,1,2.433600,7.750113,0.978739,1.676915,3.805431,0
2020-03-26,sz.000006,4.6100,4.6100,4.5200,4.5400,4.6300,8336892,37974625.0200,3,0.618300,1,-1.943800,7.599462,0.959714,1.644318,3.731460,0
2020-03-27,sz.000006,4.6000,4.6600,4.5400,4.5800,4.5400,11976705,55146649.3400,3,0.888300,1,0.881100,7.666418,0.968169,1.658806,3.764336,0
2020-03-30,sz.000006,4.5700,4.5700,4.4500,4.5100,4.5800,8924793,40143894.0000,3,0.661900,1,-1.528400,7.549246,0.953372,1.633453,3.706803,0
2020-03-31,sz.000006,4.5600,4.5600,4.4400,4.4800,4.5100,8325107,37408546.0800,3,0.617400,1,-0.665200,7.499029,0.947030,1.622587,3.682145,0
2020-04-01,sz.000006,4.4700,4.5300,4.4000,4.4300,4.4800,6682354,29910411.9700,3,0.495600,1,-1.116100,7.415334,0.936461,1.604478,3.641050,0
2020-04-02,sz.000006,4.4300,4.5100,4.4000,4.5100,4.4300,8380660,37459220.5300,3,0.621600,1,1.805900,7.549246,0.953372,1.633453,3.706803,0
2020-04-03,sz.000006,4.5000,4.8600,4.4400,4.7300,4.5100,23637187,109951678.3300,3,1.753100,1,4.878000,7.917502,0.999878,1.713133,3.887622,0
2020-04-07,sz.000006,4.6500,4.7400,4.6200,4.7000,4.7300,19089278,89424746.0300,3,1.415800,1,-0.634300,7.867285,0.993536,1.702268,3.862965,0
2020-04-08,sz.000006,4.6500,4.6800,4.6200,4.6400,4.7000,9889971,45951227.4900,3,0.733500,1,-1.276600,7.766851,0.980853,1.680537,3.813651,0
